shift_key,date_key,store_key,employee_key,shift_type,scheduled_hours,actual_hours,labor_cost,is_overtime
27480,20250507,6,79,Morning,8.5,8.4,305.17,0
27481,20250508,6,79,Morning,8.5,8.1,294.27,0
27482,20250509,6,79,Morning,5.0,5.1,185.28,0
27483,20250511,6,79,Morning,8.5,8.6,312.44,0
27484,20250512,6,79,Morning,8.5,9.1,330.60,1
27485,20250513,6,79,Morning,8.5,9.3,337.87,1
27486,20250514,6,79,Morning,8.5,8.0,290.64,0
27487,20250515,6,79,Morning,8.5,8.3,301.54,0
27488,20250518,6,79,Morning,8.5,9.4,341.50,1
27489,20250519,6,79,Morning,8.5,8.2,297.91,0
27490,20250520,6,79,Morning,8.5,8.4,305.17,0
27491,20250521,6,79,Morning,8.5,8.8,319.70,1
27492,20250522,6,79,Morning,8.5,9.3,337.87,1
27493,20250525,6,79,Morning,8.5,8.4,305.17,0
27494,20250526,6,79,Morning,8.5,9.0,326.97,1
27495,20250527,6,79,Morning,8.5,8.3,301.54,0
27496,20250528,6,79,Morning,8.5,8.8,319.70,1
27497,20250529,6,79,Morning,8.5,9.2,334.24,1
27498,20250530,6,79,Morning,5.0,5.6,203.45,1
27499,20250601,6,79,Morning,8.5,9.2,334.24,1
27500,20250603,6,79,Morning,8.5,8.5,308.81,0
27501,20250604,6,79,Morning,8.5,8.1,294.27,0
27502,20250605,6,79,Morning,8.5,8.8,319.70,1
27503,20250608,6,79,Morning,8.5,8.4,305.17,0
27504,20250609,6,79,Morning,8.5,8.6,312.44,0
27505,20250610,6,79,Morning,8.5,8.9,323.34,1
27506,20250611,6,79,Morning,8.5,8.3,301.54,0
27507,20250612,6,79,Morning,8.5,8.0,290.64,0
27508,20250613,6,79,Morning,5.0,5.3,192.55,1
27509,20250615,6,79,Morning,8.5,8.7,316.07,0
27510,20250616,6,79,Morning,8.5,9.3,337.87,1
27511,20250617,6,79,Morning,8.5,8.1,294.27,0
27512,20250618,6,79,Morning,8.5,8.7,316.07,0
27513,20250619,6,79,Morning,8.5,8.3,301.54,0
27514,20250620,6,79,Morning,5.0,4.7,170.75,0
27515,20250622,6,79,Morning,8.5,9.4,341.50,1
27516,20250623,6,79,Morning,8.5,8.6,312.44,0
27517,20250624,6,79,Morning,8.5,8.5,308.81,0
27518,20250625,6,79,Morning,8.5,9.1,330.60,1
27519,20250626,6,79,Morning,8.5,9.5,345.14,1
27520,20250627,6,79,Morning,5.0,4.7,170.75,0
27521,20250629,6,79,Morning,8.5,8.8,319.70,1
27522,20250630,6,79,Morning,8.5,8.2,297.91,0
27523,20250701,6,79,Morning,8.5,8.9,323.34,1
27524,20250702,6,79,Morning,8.5,8.0,290.64,0
27525,20250703,6,79,Morning,8.5,8.9,323.34,1
27526,20250704,6,79,Morning,5.0,4.6,167.12,0
27527,20250706,6,79,Morning,8.5,9.0,326.97,1
27528,20250707,6,79,Morning,8.5,8.2,297.91,0
27529,20250708,6,79,Morning,8.5,9.5,345.14,1
27530,20250709,6,79,Morning,8.5,8.5,308.81,0
27531,20250710,6,79,Morning,8.5,8.1,294.27,0
27532,20250711,6,79,Morning,5.0,4.7,170.75,0
27533,20250713,6,79,Morning,8.5,9.5,345.14,1
27534,20250714,6,79,Morning,8.5,9.2,334.24,1
27535,20250715,6,79,Morning,8.5,8.1,294.27,0
27536,20250716,6,79,Morning,8.5,9.0,326.97,1
27537,20250717,6,79,Morning,8.5,8.2,297.91,0
27538,20250720,6,79,Morning,8.5,9.2,334.24,1
27539,20250721,6,79,Morning,8.5,9.2,334.24,1
27540,20250722,6,79,Morning,8.5,8.5,308.81,0
27541,20250723,6,79,Morning,8.5,8.3,301.54,0
27542,20250724,6,79,Morning,8.5,8.3,301.54,0
27543,20250727,6,79,Morning,8.5,8.3,301.54,0
27544,20250728,6,79,Morning,8.5,8.3,301.54,0
27545,20250729,6,79,Morning,8.5,8.7,316.07,0
27546,20250730,6,79,Morning,8.5,8.4,305.17,0
27547,20250731,6,79,Morning,8.5,8.3,301.54,0
27548,20250803,6,79,Morning,8.5,9.4,341.50,1
27549,20250804,6,79,Morning,8.5,8.9,323.34,1
27550,20250805,6,79,Morning,8.5,8.9,323.34,1
27551,20250806,6,79,Morning,8.5,9.2,334.24,1
27552,20250807,6,79,Morning,8.5,8.9,323.34,1
27553,20250810,6,79,Morning,8.5,9.5,345.14,1
27554,20250811,6,79,Morning,8.5,8.8,319.70,1
27555,20250812,6,79,Morning,8.5,8.2,297.91,0
27556,20250813,6,79,Morning,8.5,8.8,319.70,1
27557,20250814,6,79,Morning,8.5,8.5,308.81,0
27558,20250815,6,79,Morning,5.0,4.5,163.49,0
27559,20250817,6,79,Morning,8.5,8.8,319.70,1
27560,20250818,6,79,Morning,8.5,9.5,345.14,1
27561,20250819,6,79,Morning,8.5,9.2,334.24,1
27562,20250820,6,79,Morning,8.5,9.2,334.24,1
27563,20250821,6,79,Morning,8.5,8.2,297.91,0
27564,20250824,6,79,Morning,8.5,9.2,334.24,1
27565,20250825,6,79,Morning,8.5,8.0,290.64,0
27566,20250826,6,79,Morning,8.5,8.3,301.54,0
27567,20250827,6,79,Morning,8.5,8.7,316.07,0
27568,20250828,6,79,Morning,8.5,9.4,341.50,1
27569,20250831,6,79,Morning,8.5,9.0,326.97,1
27570,20250901,6,79,Morning,8.5,8.5,308.81,0
27571,20250902,6,79,Morning,8.5,8.8,319.70,1
27572,20250903,6,79,Morning,8.5,9.2,334.24,1
27573,20250904,6,79,Morning,8.5,8.6,312.44,0
27574,20250905,6,79,Morning,5.0,5.4,196.18,1
27575,20250907,6,79,Morning,8.5,9.1,330.60,1
27576,20250908,6,79,Morning,8.5,9.3,337.87,1
27577,20250909,6,79,Morning,8.5,8.6,312.44,0
27578,20250910,6,79,Morning,8.5,8.5,308.81,0
27579,20250911,6,79,Morning,8.5,9.2,334.24,1
27580,20250912,6,79,Morning,5.0,5.7,207.08,1
27581,20250914,6,79,Morning,8.5,8.9,323.34,1
27582,20250915,6,79,Morning,8.5,9.2,334.24,1
27583,20250916,6,79,Morning,8.5,8.3,301.54,0
27584,20250917,6,79,Morning,8.5,9.3,337.87,1
27585,20250918,6,79,Morning,8.5,9.3,337.87,1
27586,20250919,6,79,Morning,5.0,4.6,167.12,0
27587,20250921,6,79,Morning,8.5,8.8,319.70,1
27588,20250922,6,79,Morning,8.5,8.8,319.70,1
27589,20250925,6,79,Morning,8.5,8.6,312.44,0
27590,20250926,6,79,Morning,5.0,4.8,174.38,0
27591,20250928,6,79,Morning,8.5,9.3,337.87,1
27592,20250929,6,79,Morning,8.5,8.5,308.81,0
27593,20250930,6,79,Morning,8.5,8.9,323.34,1
27594,20251001,6,79,Morning,8.5,9.4,341.50,1
27595,20251005,6,79,Morning,8.5,9.5,345.14,1
27596,20251006,6,79,Morning,8.5,8.3,301.54,0
27597,20251008,6,79,Morning,8.5,9.1,330.60,1
27598,20251009,6,79,Morning,8.5,9.2,334.24,1
27599,20251010,6,79,Morning,5.0,5.0,181.65,0
27600,20251012,6,79,Morning,8.5,9.5,345.14,1
27601,20251013,6,79,Morning,8.5,8.1,294.27,0
27602,20251015,6,79,Morning,8.5,9.5,345.14,1
27603,20251016,6,79,Morning,8.5,8.2,297.91,0
27604,20251019,6,79,Morning,8.5,9.1,330.60,1
27605,20251020,6,79,Morning,8.5,9.4,341.50,1
27606,20251021,6,79,Morning,8.5,8.6,312.44,0
27607,20251022,6,79,Morning,8.5,8.7,316.07,0
27608,20251023,6,79,Morning,8.5,8.0,290.64,0
27609,20251026,6,79,Morning,8.5,8.6,312.44,0
27610,20251027,6,79,Morning,8.5,9.5,345.14,1
27611,20251028,6,79,Morning,8.5,8.2,297.91,0
27612,20251029,6,79,Morning,8.5,8.2,297.91,0
27613,20251030,6,79,Morning,8.5,9.1,330.60,1
27614,20251102,6,79,Morning,8.5,9.2,334.24,1
27615,20251103,6,79,Morning,8.5,8.3,301.54,0
27616,20251104,6,79,Morning,8.5,8.0,290.64,0
27617,20251105,6,79,Morning,8.5,9.3,337.87,1
27618,20251106,6,79,Morning,8.5,9.0,326.97,1
27619,20251109,6,79,Morning,8.5,8.3,301.54,0
27620,20251110,6,79,Morning,8.5,8.8,319.70,1
27621,20251111,6,79,Morning,8.5,9.0,326.97,1
27622,20251112,6,79,Morning,8.5,8.5,308.81,0
27623,20251113,6,79,Morning,8.5,8.7,316.07,0
27624,20251114,6,79,Morning,5.0,5.6,203.45,1
27625,20251116,6,79,Morning,8.5,9.3,337.87,1
27626,20251117,6,79,Morning,8.5,8.4,305.17,0
27627,20251118,6,79,Morning,8.5,8.6,312.44,0
27628,20251119,6,79,Morning,8.5,8.5,308.81,0
27629,20251120,6,79,Morning,8.5,9.0,326.97,1
27630,20251121,6,79,Morning,5.0,4.7,170.75,0
27631,20251123,6,79,Morning,8.5,8.7,316.07,0
27632,20251124,6,79,Morning,8.5,8.8,319.70,1
27633,20251125,6,79,Morning,8.5,8.0,290.64,0
27634,20251126,6,79,Morning,8.5,8.7,316.07,0
27635,20251127,6,79,Morning,8.5,9.4,341.50,1
27636,20251128,6,79,Morning,5.0,5.9,214.35,1
27637,20251130,6,79,Morning,8.5,8.8,319.70,1
27638,20251201,6,79,Morning,8.5,9.5,345.14,1
27639,20251202,6,79,Morning,8.5,9.4,341.50,1
27640,20251203,6,79,Morning,8.5,8.6,312.44,0
27641,20251204,6,79,Morning,8.5,9.4,341.50,1
27642,20251207,6,79,Morning,8.5,9.3,337.87,1
27643,20251208,6,79,Morning,8.5,9.0,326.97,1
27644,20251209,6,79,Morning,8.5,8.5,308.81,0
27645,20251210,6,79,Morning,8.5,8.0,290.64,0
27646,20251211,6,79,Morning,8.5,8.7,316.07,0
27647,20251214,6,79,Morning,8.5,9.0,326.97,1
27648,20251216,6,79,Morning,8.5,8.3,301.54,0
27649,20251217,6,79,Morning,8.5,9.4,341.50,1
27650,20251218,6,79,Morning,8.5,9.1,330.60,1
27651,20251221,6,79,Morning,8.5,9.0,326.97,1
27652,20251222,6,79,Morning,8.5,8.9,323.34,1
27653,20251223,6,79,Morning,8.5,8.7,316.07,0
27654,20251224,6,79,Morning,8.5,8.8,319.70,1
27655,20251225,6,79,Morning,8.5,8.7,316.07,0
27656,20251226,6,79,Morning,5.0,5.8,210.71,1
27657,20251228,6,79,Morning,8.5,8.3,301.54,0
27658,20251229,6,79,Morning,8.5,9.3,337.87,1
27659,20251230,6,79,Morning,8.5,9.0,326.97,1
27660,20251231,6,79,Morning,8.5,8.9,323.34,1
27661,20240101,6,80,Morning,8.5,8.0,310.16,0
27662,20240102,6,80,Morning,8.5,8.6,333.42,0
27663,20240103,6,80,Morning,8.5,9.3,360.56,1
27664,20240104,6,80,Morning,8.5,8.8,341.18,1
27665,20240105,6,80,Morning,5.0,5.2,201.60,0
27666,20240107,6,80,Morning,8.5,8.6,333.42,0
27667,20240108,6,80,Morning,8.5,9.5,368.32,1
27668,20240109,6,80,Morning,8.5,8.6,333.42,0
27669,20240110,6,80,Morning,8.5,8.3,321.79,0
27670,20240111,6,80,Morning,8.5,9.3,360.56,1
27671,20240112,6,80,Morning,5.0,5.6,217.11,1
27672,20240114,6,80,Morning,8.5,8.7,337.30,0
27673,20240115,6,80,Morning,8.5,8.5,329.55,0
27674,20240116,6,80,Morning,8.5,8.6,333.42,0
27675,20240117,6,80,Morning,8.5,8.9,345.05,1
27676,20240118,6,80,Morning,8.5,8.1,314.04,0
27677,20240121,6,80,Morning,8.5,8.1,314.04,0
27678,20240122,6,80,Morning,8.5,9.1,352.81,1
27679,20240123,6,80,Morning,8.5,9.4,364.44,1
27680,20240124,6,80,Morning,8.5,9.1,352.81,1
27681,20240125,6,80,Morning,8.5,9.4,364.44,1
27682,20240128,6,80,Morning,8.5,8.2,317.91,0
27683,20240129,6,80,Morning,8.5,8.5,329.55,0
27684,20240130,6,80,Morning,8.5,9.4,364.44,1
27685,20240131,6,80,Morning,8.5,8.0,310.16,0
27686,20240201,6,80,Morning,8.5,8.2,317.91,0
27687,20240204,6,80,Morning,8.5,9.5,368.32,1
27688,20240205,6,80,Morning,8.5,8.3,321.79,0
27689,20240206,6,80,Morning,8.5,9.4,364.44,1
27690,20240207,6,80,Morning,8.5,8.7,337.30,0
27691,20240208,6,80,Morning,8.5,8.6,333.42,0
27692,20240211,6,80,Morning,8.5,8.7,337.30,0
27693,20240212,6,80,Morning,8.5,9.2,356.68,1
27694,20240213,6,80,Morning,8.5,8.8,341.18,1
27695,20240214,6,80,Morning,8.5,8.1,314.04,0
27696,20240215,6,80,Morning,8.5,8.8,341.18,1
27697,20240216,6,80,Morning,5.0,5.9,228.74,1
27698,20240218,6,80,Morning,8.5,8.1,314.04,0
27699,20240219,6,80,Morning,8.5,8.7,337.30,0
27700,20240220,6,80,Morning,8.5,8.2,317.91,0
27701,20240221,6,80,Morning,8.5,8.6,333.42,0
27702,20240222,6,80,Morning,8.5,8.7,337.30,0
27703,20240225,6,80,Morning,8.5,9.0,348.93,1
27704,20240226,6,80,Morning,8.5,8.5,329.55,0
27705,20240227,6,80,Morning,8.5,9.4,364.44,1
27706,20240228,6,80,Morning,8.5,8.9,345.05,1
27707,20240229,6,80,Morning,8.5,8.1,314.04,0
27708,20240301,6,80,Morning,5.0,5.0,193.85,0
27709,20240303,6,80,Morning,8.5,8.2,317.91,0
27710,20240304,6,80,Morning,8.5,8.7,337.30,0
27711,20240305,6,80,Morning,8.5,8.1,314.04,0
27712,20240306,6,80,Morning,8.5,8.2,317.91,0
27713,20240307,6,80,Morning,8.5,9.5,368.32,1
27714,20240308,6,80,Morning,5.0,4.6,178.34,0
27715,20240310,6,80,Morning,8.5,9.4,364.44,1
27716,20240311,6,80,Morning,8.5,9.0,348.93,1
27717,20240312,6,80,Morning,8.5,8.0,310.16,0
27718,20240313,6,80,Morning,8.5,9.3,360.56,1
27719,20240314,6,80,Morning,8.5,8.9,345.05,1
27720,20240317,6,80,Morning,8.5,8.2,317.91,0
27721,20240318,6,80,Morning,8.5,9.0,348.93,1
27722,20240319,6,80,Morning,8.5,8.6,333.42,0
27723,20240320,6,80,Morning,8.5,8.3,321.79,0
27724,20240321,6,80,Morning,8.5,9.2,356.68,1
27725,20240322,6,80,Morning,5.0,5.8,224.87,1
27726,20240325,6,80,Morning,8.5,9.5,368.32,1
27727,20240326,6,80,Morning,8.5,8.2,317.91,0
27728,20240327,6,80,Morning,8.5,9.5,368.32,1
27729,20240328,6,80,Morning,8.5,8.4,325.67,0
27730,20240329,6,80,Morning,5.0,5.7,220.99,1
27731,20240331,6,80,Morning,8.5,8.9,345.05,1
27732,20240401,6,80,Morning,8.5,9.2,356.68,1
27733,20240402,6,80,Morning,8.5,8.7,337.30,0
27734,20240403,6,80,Morning,8.5,8.4,325.67,0
27735,20240404,6,80,Morning,8.5,8.0,310.16,0
27736,20240405,6,80,Morning,5.0,5.3,205.48,1
27737,20240407,6,80,Morning,8.5,8.9,345.05,1
27738,20240408,6,80,Morning,8.5,8.1,314.04,0
27739,20240409,6,80,Morning,8.5,8.4,325.67,0
27740,20240410,6,80,Morning,8.5,8.0,310.16,0
27741,20240411,6,80,Morning,8.5,9.0,348.93,1
27742,20240412,6,80,Morning,5.0,4.5,174.47,0
27743,20240414,6,80,Morning,8.5,8.7,337.30,0
27744,20240415,6,80,Morning,8.5,8.9,345.05,1
27745,20240416,6,80,Morning,8.5,8.5,329.55,0
27746,20240417,6,80,Morning,8.5,8.6,333.42,0
27747,20240418,6,80,Morning,8.5,8.4,325.67,0
27748,20240419,6,80,Morning,5.0,5.0,193.85,0
27749,20240421,6,80,Morning,8.5,7.9,306.28,0
27750,20240422,6,80,Morning,8.5,8.2,317.91,0
27751,20240424,6,80,Morning,8.5,8.3,321.79,0
27752,20240425,6,80,Morning,8.5,8.0,310.16,0
27753,20240426,6,80,Morning,5.0,5.6,217.11,1
27754,20240428,6,80,Morning,8.5,9.0,348.93,1
27755,20240430,6,80,Morning,8.5,9.3,360.56,1
27756,20240501,6,80,Morning,8.5,8.9,345.05,1
27757,20240502,6,80,Morning,8.5,8.2,317.91,0
27758,20240503,6,80,Morning,5.0,5.4,209.36,1
27759,20240505,6,80,Morning,8.5,8.3,321.79,0
27760,20240506,6,80,Morning,8.5,8.0,310.16,0
27761,20240507,6,80,Morning,8.5,8.0,310.16,0
27762,20240508,6,80,Morning,8.5,8.6,333.42,0
27763,20240509,6,80,Morning,8.5,8.6,333.42,0
27764,20240510,6,80,Morning,5.0,5.2,201.60,0
27765,20240512,6,80,Morning,8.5,8.1,314.04,0
27766,20240513,6,80,Morning,8.5,9.3,360.56,1
27767,20240515,6,80,Morning,8.5,8.2,317.91,0
27768,20240516,6,80,Morning,8.5,9.1,352.81,1
27769,20240519,6,80,Morning,8.5,8.7,337.30,0
27770,20240520,6,80,Morning,8.5,9.2,356.68,1
27771,20240521,6,80,Morning,8.5,9.3,360.56,1
27772,20240522,6,80,Morning,8.5,8.7,337.30,0
27773,20240523,6,80,Morning,8.5,9.0,348.93,1
27774,20240526,6,80,Morning,8.5,8.5,329.55,0
27775,20240527,6,80,Morning,8.5,8.6,333.42,0
27776,20240528,6,80,Morning,8.5,8.5,329.55,0
27777,20240529,6,80,Morning,8.5,8.5,329.55,0
27778,20240530,6,80,Morning,8.5,8.3,321.79,0
27779,20240531,6,80,Morning,5.0,4.8,186.10,0
27780,20240602,6,80,Morning,8.5,8.7,337.30,0
27781,20240603,6,80,Morning,8.5,8.3,321.79,0
27782,20240604,6,80,Morning,8.5,8.7,337.30,0
27783,20240605,6,80,Morning,8.5,8.0,310.16,0
27784,20240606,6,80,Morning,8.5,8.0,310.16,0
27785,20240607,6,80,Morning,5.0,5.8,224.87,1
27786,20240609,6,80,Morning,8.5,8.1,314.04,0
27787,20240610,6,80,Morning,8.5,8.8,341.18,1
27788,20240611,6,80,Morning,8.5,8.8,341.18,1
27789,20240613,6,80,Morning,8.5,9.5,368.32,1
27790,20240616,6,80,Morning,8.5,8.0,310.16,0
27791,20240617,6,80,Morning,8.5,8.8,341.18,1
27792,20240618,6,80,Morning,8.5,8.8,341.18,1
27793,20240619,6,80,Morning,8.5,9.5,368.32,1
27794,20240620,6,80,Morning,8.5,8.7,337.30,0
27795,20240621,6,80,Morning,5.0,5.1,197.73,0
27796,20240623,6,80,Morning,8.5,9.5,368.32,1
27797,20240624,6,80,Morning,8.5,8.7,337.30,0
27798,20240625,6,80,Morning,8.5,8.5,329.55,0
27799,20240626,6,80,Morning,8.5,8.6,333.42,0
27800,20240627,6,80,Morning,8.5,9.4,364.44,1
27801,20240628,6,80,Morning,5.0,5.3,205.48,1
27802,20240630,6,80,Morning,8.5,8.7,337.30,0
27803,20240701,6,80,Morning,8.5,8.7,337.30,0
27804,20240702,6,80,Morning,8.5,8.0,310.16,0
27805,20240703,6,80,Morning,8.5,8.4,325.67,0
27806,20240704,6,80,Morning,8.5,8.7,337.30,0
27807,20240707,6,80,Morning,8.5,8.9,345.05,1
27808,20240708,6,80,Morning,8.5,8.6,333.42,0
27809,20240709,6,80,Morning,8.5,8.5,329.55,0
27810,20240710,6,80,Morning,8.5,9.4,364.44,1
27811,20240711,6,80,Morning,8.5,8.8,341.18,1
27812,20240714,6,80,Morning,8.5,9.2,356.68,1
27813,20240715,6,80,Morning,8.5,8.7,337.30,0
27814,20240716,6,80,Morning,8.5,8.1,314.04,0
27815,20240717,6,80,Morning,8.5,8.3,321.79,0
27816,20240718,6,80,Morning,8.5,8.3,321.79,0
27817,20240721,6,80,Morning,8.5,8.4,325.67,0
27818,20240722,6,80,Morning,8.5,8.1,314.04,0
27819,20240723,6,80,Morning,8.5,8.8,341.18,1
27820,20240724,6,80,Morning,8.5,8.8,341.18,1
27821,20240725,6,80,Morning,8.5,8.2,317.91,0
27822,20240726,6,80,Morning,5.0,5.3,205.48,1
27823,20240728,6,80,Morning,8.5,9.4,364.44,1
27824,20240729,6,80,Morning,8.5,8.7,337.30,0
27825,20240730,6,80,Morning,8.5,8.8,341.18,1
27826,20240731,6,80,Morning,8.5,8.1,314.04,0
27827,20240801,6,80,Morning,8.5,8.4,325.67,0
27828,20240802,6,80,Morning,5.0,4.8,186.10,0
27829,20240804,6,80,Morning,8.5,9.1,352.81,1
27830,20240805,6,80,Morning,8.5,9.2,356.68,1
27831,20240806,6,80,Morning,8.5,9.0,348.93,1
27832,20240807,6,80,Morning,8.5,8.5,329.55,0
27833,20240808,6,80,Morning,8.5,8.8,341.18,1
27834,20240811,6,80,Morning,8.5,8.1,314.04,0
27835,20240812,6,80,Morning,8.5,9.5,368.32,1
27836,20240813,6,80,Morning,8.5,8.1,314.04,0
27837,20240814,6,80,Morning,8.5,9.4,364.44,1
27838,20240815,6,80,Morning,8.5,9.4,364.44,1
27839,20240818,6,80,Morning,8.5,8.9,345.05,1
27840,20240819,6,80,Morning,8.5,8.6,333.42,0
27841,20240820,6,80,Morning,8.5,8.7,337.30,0
27842,20240821,6,80,Morning,8.5,8.3,321.79,0
27843,20240822,6,80,Morning,8.5,8.6,333.42,0
27844,20240825,6,80,Morning,8.5,9.4,364.44,1
27845,20240826,6,80,Morning,8.5,8.6,333.42,0
27846,20240827,6,80,Morning,8.5,9.0,348.93,1
27847,20240828,6,80,Morning,8.5,8.3,321.79,0
27848,20240829,6,80,Morning,8.5,8.0,310.16,0
27849,20240901,6,80,Morning,8.5,8.8,341.18,1
27850,20240902,6,80,Morning,8.5,8.3,321.79,0
27851,20240903,6,80,Morning,8.5,8.9,345.05,1
27852,20240904,6,80,Morning,8.5,8.0,310.16,0
27853,20240905,6,80,Morning,8.5,8.0,310.16,0
27854,20240906,6,80,Morning,5.0,5.8,224.87,1
27855,20240908,6,80,Morning,8.5,8.0,310.16,0
27856,20240909,6,80,Morning,8.5,8.0,310.16,0
27857,20240910,6,80,Morning,8.5,8.0,310.16,0
27858,20240911,6,80,Morning,8.5,8.0,310.16,0
27859,20240912,6,80,Morning,8.5,8.5,329.55,0
27860,20240915,6,80,Morning,8.5,8.6,333.42,0
27861,20240916,6,80,Morning,8.5,9.3,360.56,1
27862,20240917,6,80,Morning,8.5,9.3,360.56,1
27863,20240918,6,80,Morning,8.5,8.2,317.91,0
27864,20240919,6,80,Morning,8.5,9.3,360.56,1
27865,20240920,6,80,Morning,5.0,4.7,182.22,0
27866,20240922,6,80,Morning,8.5,8.4,325.67,0
27867,20240923,6,80,Morning,8.5,8.8,341.18,1
27868,20240924,6,80,Morning,8.5,8.3,321.79,0
27869,20240925,6,80,Morning,8.5,8.2,317.91,0
27870,20240926,6,80,Morning,8.5,9.2,356.68,1
27871,20240929,6,80,Morning,8.5,9.2,356.68,1
27872,20240930,6,80,Morning,8.5,9.0,348.93,1
27873,20241001,6,80,Morning,8.5,8.1,314.04,0
27874,20241002,6,80,Morning,8.5,9.0,348.93,1
27875,20241006,6,80,Morning,8.5,8.2,317.91,0
27876,20241007,6,80,Morning,8.5,8.0,310.16,0
27877,20241008,6,80,Morning,8.5,8.9,345.05,1
27878,20241009,6,80,Morning,8.5,9.5,368.32,1
27879,20241010,6,80,Morning,8.5,8.5,329.55,0
27880,20241011,6,80,Morning,5.0,5.3,205.48,1
27881,20241013,6,80,Morning,8.5,8.5,329.55,0
27882,20241014,6,80,Morning,8.5,9.0,348.93,1
27883,20241015,6,80,Morning,8.5,8.6,333.42,0
27884,20241016,6,80,Morning,8.5,8.3,321.79,0
27885,20241018,6,80,Morning,5.0,5.4,209.36,1
27886,20241020,6,80,Morning,8.5,9.2,356.68,1
27887,20241021,6,80,Morning,8.5,8.5,329.55,0
27888,20241022,6,80,Morning,8.5,8.1,314.04,0
27889,20241023,6,80,Morning,8.5,8.1,314.04,0
27890,20241027,6,80,Morning,8.5,8.5,329.55,0
27891,20241028,6,80,Morning,8.5,9.1,352.81,1
27892,20241029,6,80,Morning,8.5,9.0,348.93,1
27893,20241030,6,80,Morning,8.5,8.7,337.30,0
27894,20241031,6,80,Morning,8.5,8.4,325.67,0
27895,20241101,6,80,Morning,5.0,5.5,213.24,1
27896,20241103,6,80,Morning,8.5,9.0,348.93,1
27897,20241104,6,80,Morning,8.5,8.0,310.16,0
27898,20241105,6,80,Morning,8.5,9.2,356.68,1
27899,20241106,6,80,Morning,8.5,9.3,360.56,1
27900,20241107,6,80,Morning,8.5,8.5,329.55,0
27901,20241110,6,80,Morning,8.5,9.0,348.93,1
27902,20241111,6,80,Morning,8.5,8.3,321.79,0
27903,20241112,6,80,Morning,8.5,8.8,341.18,1
27904,20241113,6,80,Morning,8.5,8.6,333.42,0
27905,20241114,6,80,Morning,8.5,8.8,341.18,1
27906,20241115,6,80,Morning,5.0,4.5,174.47,0
27907,20241117,6,80,Morning,8.5,9.1,352.81,1
27908,20241118,6,80,Morning,8.5,8.3,321.79,0
27909,20241119,6,80,Morning,8.5,8.7,337.30,0
27910,20241120,6,80,Morning,8.5,9.3,360.56,1
27911,20241121,6,80,Morning,8.5,8.4,325.67,0
27912,20241124,6,80,Morning,8.5,9.0,348.93,1
27913,20241125,6,80,Morning,8.5,8.7,337.30,0
27914,20241126,6,80,Morning,8.5,8.2,317.91,0
27915,20241127,6,80,Morning,8.5,8.4,325.67,0
27916,20241128,6,80,Morning,8.5,8.5,329.55,0
27917,20241201,6,80,Morning,8.5,8.2,317.91,0
27918,20241202,6,80,Morning,8.5,9.3,360.56,1
27919,20241203,6,80,Morning,8.5,8.7,337.30,0
27920,20241204,6,80,Morning,8.5,8.3,321.79,0
27921,20241205,6,80,Morning,8.5,8.0,310.16,0
27922,20241206,6,80,Morning,5.0,5.5,213.24,1
27923,20241208,6,80,Morning,8.5,8.4,325.67,0
27924,20241209,6,80,Morning,8.5,8.5,329.55,0
27925,20241210,6,80,Morning,8.5,9.1,352.81,1
27926,20241211,6,80,Morning,8.5,8.0,310.16,0
27927,20241212,6,80,Morning,8.5,9.1,352.81,1
27928,20241213,6,80,Morning,5.0,4.7,182.22,0
27929,20241215,6,80,Morning,8.5,8.8,341.18,1
27930,20241216,6,80,Morning,8.5,8.0,310.16,0
27931,20241217,6,80,Morning,8.5,8.7,337.30,0
27932,20241218,6,80,Morning,8.5,8.7,337.30,0
27933,20241219,6,80,Morning,8.5,8.3,321.79,0
27934,20241220,6,80,Morning,5.0,4.8,186.10,0
27935,20241222,6,80,Morning,8.5,8.3,321.79,0
27936,20241223,6,80,Morning,8.5,9.2,356.68,1
27937,20241224,6,80,Morning,8.5,9.4,364.44,1
27938,20241225,6,80,Morning,8.5,8.5,329.55,0
27939,20241227,6,80,Morning,5.0,5.2,201.60,0
27940,20241229,6,80,Morning,8.5,8.6,333.42,0
27941,20241230,6,80,Morning,8.5,8.2,317.91,0
27942,20241231,6,80,Morning,8.5,8.5,329.55,0
27943,20250101,6,80,Morning,8.5,9.3,360.56,1
27944,20250102,6,80,Morning,8.5,9.2,356.68,1
27945,20250103,6,80,Morning,5.0,4.5,174.47,0
27946,20250105,6,80,Morning,8.5,8.3,321.79,0
27947,20250106,6,80,Morning,8.5,9.4,364.44,1
27948,20250107,6,80,Morning,8.5,8.6,333.42,0
27949,20250108,6,80,Morning,8.5,8.1,314.04,0
27950,20250109,6,80,Morning,8.5,8.9,345.05,1
27951,20250112,6,80,Morning,8.5,9.2,356.68,1
27952,20250113,6,80,Morning,8.5,9.5,368.32,1
27953,20250114,6,80,Morning,8.5,8.2,317.91,0
27954,20250115,6,80,Morning,8.5,9.2,356.68,1
27955,20250116,6,80,Morning,8.5,9.4,364.44,1
27956,20250117,6,80,Morning,5.0,4.6,178.34,0
27957,20250119,6,80,Morning,8.5,9.1,352.81,1
27958,20250120,6,80,Morning,8.5,8.4,325.67,0
27959,20250121,6,80,Morning,8.5,9.4,364.44,1
27960,20250122,6,80,Morning,8.5,8.1,314.04,0
