date_key,cal_date,day,month,year,quarter,day_of_week,iso_dow,day_name,month_name,week_of_year,is_weekend,is_holiday,holiday_name,is_holiday_eve
20241210,2024-12-10,10,12,2024,4,2,2,Tuesday,December,50,0,0,,0
20241211,2024-12-11,11,12,2024,4,3,3,Wednesday,December,50,0,0,,0
20241212,2024-12-12,12,12,2024,4,4,4,Thursday,December,50,0,0,,0
20241213,2024-12-13,13,12,2024,4,5,5,Friday,December,50,1,0,,0
20241214,2024-12-14,14,12,2024,4,6,6,Saturday,December,50,1,0,,0
20241215,2024-12-15,15,12,2024,4,0,7,Sunday,December,50,0,0,,0
20241216,2024-12-16,16,12,2024,4,1,1,Monday,December,51,0,0,,0
20241217,2024-12-17,17,12,2024,4,2,2,Tuesday,December,51,0,0,,0
20241218,2024-12-18,18,12,2024,4,3,3,Wednesday,December,51,0,0,,0
20241219,2024-12-19,19,12,2024,4,4,4,Thursday,December,51,0,0,,0
20241220,2024-12-20,20,12,2024,4,5,5,Friday,December,51,1,0,,0
20241221,2024-12-21,21,12,2024,4,6,6,Saturday,December,51,1,0,,0
20241222,2024-12-22,22,12,2024,4,0,7,Sunday,December,51,0,0,,0
20241223,2024-12-23,23,12,2024,4,1,1,Monday,December,52,0,0,,0
20241224,2024-12-24,24,12,2024,4,2,2,Tuesday,December,52,0,0,,0
20241225,2024-12-25,25,12,2024,4,3,3,Wednesday,December,52,0,0,,1
20241226,2024-12-26,26,12,2024,4,4,4,Thursday,December,52,0,1,Hanukkah,0
20241227,2024-12-27,27,12,2024,4,5,5,Friday,December,52,1,0,,0
20241228,2024-12-28,28,12,2024,4,6,6,Saturday,December,52,1,0,,0
20241229,2024-12-29,29,12,2024,4,0,7,Sunday,December,52,0,0,,0
20241230,2024-12-30,30,12,2024,4,1,1,Monday,December,1,0,0,,0
20241231,2024-12-31,31,12,2024,4,2,2,Tuesday,December,1,0,0,,0
20250101,2025-01-01,1,1,2025,1,3,3,Wednesday,January,1,0,0,,0
20250102,2025-01-02,2,1,2025,1,4,4,Thursday,January,1,0,0,,0
20250103,2025-01-03,3,1,2025,1,5,5,Friday,January,1,1,0,,0
20250104,2025-01-04,4,1,2025,1,6,6,Saturday,January,1,1,0,,0
20250105,2025-01-05,5,1,2025,1,0,7,Sunday,January,1,0,0,,0
20250106,2025-01-06,6,1,2025,1,1,1,Monday,January,2,0,0,,0
20250107,2025-01-07,7,1,2025,1,2,2,Tuesday,January,2,0,0,,0
20250108,2025-01-08,8,1,2025,1,3,3,Wednesday,January,2,0,0,,0
20250109,2025-01-09,9,1,2025,1,4,4,Thursday,January,2,0,0,,0
20250110,2025-01-10,10,1,2025,1,5,5,Friday,January,2,1,0,,0
20250111,2025-01-11,11,1,2025,1,6,6,Saturday,January,2,1,0,,0
20250112,2025-01-12,12,1,2025,1,0,7,Sunday,January,2,0,0,,0
20250113,2025-01-13,13,1,2025,1,1,1,Monday,January,3,0,0,,0
20250114,2025-01-14,14,1,2025,1,2,2,Tuesday,January,3,0,0,,0
20250115,2025-01-15,15,1,2025,1,3,3,Wednesday,January,3,0,0,,0
20250116,2025-01-16,16,1,2025,1,4,4,Thursday,January,3,0,0,,0
20250117,2025-01-17,17,1,2025,1,5,5,Friday,January,3,1,0,,0
20250118,2025-01-18,18,1,2025,1,6,6,Saturday,January,3,1,0,,0
20250119,2025-01-19,19,1,2025,1,0,7,Sunday,January,3,0,0,,0
20250120,2025-01-20,20,1,2025,1,1,1,Monday,January,4,0,0,,0
20250121,2025-01-21,21,1,2025,1,2,2,Tuesday,January,4,0,0,,0
20250122,2025-01-22,22,1,2025,1,3,3,Wednesday,January,4,0,0,,0
20250123,2025-01-23,23,1,2025,1,4,4,Thursday,January,4,0,0,,0
20250124,2025-01-24,24,1,2025,1,5,5,Friday,January,4,1,0,,0
20250125,2025-01-25,25,1,2025,1,6,6,Saturday,January,4,1,0,,0
20250126,2025-01-26,26,1,2025,1,0,7,Sunday,January,4,0,0,,0
20250127,2025-01-27,27,1,2025,1,1,1,Monday,January,5,0,0,,0
20250128,2025-01-28,28,1,2025,1,2,2,Tuesday,January,5,0,0,,0
20250129,2025-01-29,29,1,2025,1,3,3,Wednesday,January,5,0,0,,0
20250130,2025-01-30,30,1,2025,1,4,4,Thursday,January,5,0,0,,0
20250131,2025-01-31,31,1,2025,1,5,5,Friday,January,5,1,0,,0
20250201,2025-02-01,1,2,2025,1,6,6,Saturday,February,5,1,0,,0
20250202,2025-02-02,2,2,2025,1,0,7,Sunday,February,5,0,0,,0
20250203,2025-02-03,3,2,2025,1,1,1,Monday,February,6,0,0,,0
20250204,2025-02-04,4,2,2025,1,2,2,Tuesday,February,6,0,0,,0
20250205,2025-02-05,5,2,2025,1,3,3,Wednesday,February,6,0,0,,0
20250206,2025-02-06,6,2,2025,1,4,4,Thursday,February,6,0,0,,0
20250207,2025-02-07,7,2,2025,1,5,5,Friday,February,6,1,0,,0
20250208,2025-02-08,8,2,2025,1,6,6,Saturday,February,6,1,0,,0
20250209,2025-02-09,9,2,2025,1,0,7,Sunday,February,6,0,0,,0
20250210,2025-02-10,10,2,2025,1,1,1,Monday,February,7,0,0,,0
20250211,2025-02-11,11,2,2025,1,2,2,Tuesday,February,7,0,0,,0
20250212,2025-02-12,12,2,2025,1,3,3,Wednesday,February,7,0,0,,0
20250213,2025-02-13,13,2,2025,1,4,4,Thursday,February,7,0,0,,0
20250214,2025-02-14,14,2,2025,1,5,5,Friday,February,7,1,0,,0
20250215,2025-02-15,15,2,2025,1,6,6,Saturday,February,7,1,0,,0
20250216,2025-02-16,16,2,2025,1,0,7,Sunday,February,7,0,0,,0
20250217,2025-02-17,17,2,2025,1,1,1,Monday,February,8,0,0,,0
20250218,2025-02-18,18,2,2025,1,2,2,Tuesday,February,8,0,0,,0
20250219,2025-02-19,19,2,2025,1,3,3,Wednesday,February,8,0,0,,0
20250220,2025-02-20,20,2,2025,1,4,4,Thursday,February,8,0,0,,0
20250221,2025-02-21,21,2,2025,1,5,5,Friday,February,8,1,0,,0
20250222,2025-02-22,22,2,2025,1,6,6,Saturday,February,8,1,0,,0
20250223,2025-02-23,23,2,2025,1,0,7,Sunday,February,8,0,0,,0
20250224,2025-02-24,24,2,2025,1,1,1,Monday,February,9,0,0,,0
20250225,2025-02-25,25,2,2025,1,2,2,Tuesday,February,9,0,0,,0
20250226,2025-02-26,26,2,2025,1,3,3,Wednesday,February,9,0,0,,0
20250227,2025-02-27,27,2,2025,1,4,4,Thursday,February,9,0,0,,0
20250228,2025-02-28,28,2,2025,1,5,5,Friday,February,9,1,0,,0
20250301,2025-03-01,1,3,2025,1,6,6,Saturday,March,9,1,0,,0
20250302,2025-03-02,2,3,2025,1,0,7,Sunday,March,9,0,0,,0
20250303,2025-03-03,3,3,2025,1,1,1,Monday,March,10,0,0,,0
20250304,2025-03-04,4,3,2025,1,2,2,Tuesday,March,10,0,0,,0
20250305,2025-03-05,5,3,2025,1,3,3,Wednesday,March,10,0,0,,0
20250306,2025-03-06,6,3,2025,1,4,4,Thursday,March,10,0,0,,0
20250307,2025-03-07,7,3,2025,1,5,5,Friday,March,10,1,0,,0
20250308,2025-03-08,8,3,2025,1,6,6,Saturday,March,10,1,0,,0
20250309,2025-03-09,9,3,2025,1,0,7,Sunday,March,10,0,0,,0
20250310,2025-03-10,10,3,2025,1,1,1,Monday,March,11,0,0,,0
20250311,2025-03-11,11,3,2025,1,2,2,Tuesday,March,11,0,0,,0
20250312,2025-03-12,12,3,2025,1,3,3,Wednesday,March,11,0,0,,0
20250313,2025-03-13,13,3,2025,1,4,4,Thursday,March,11,0,0,,1
20250314,2025-03-14,14,3,2025,1,5,5,Friday,March,11,1,1,Purim,0
20250315,2025-03-15,15,3,2025,1,6,6,Saturday,March,11,1,0,,0
20250316,2025-03-16,16,3,2025,1,0,7,Sunday,March,11,0,0,,0
20250317,2025-03-17,17,3,2025,1,1,1,Monday,March,12,0,0,,0
20250318,2025-03-18,18,3,2025,1,2,2,Tuesday,March,12,0,0,,0
20250319,2025-03-19,19,3,2025,1,3,3,Wednesday,March,12,0,0,,0
20250320,2025-03-20,20,3,2025,1,4,4,Thursday,March,12,0,0,,0
20250321,2025-03-21,21,3,2025,1,5,5,Friday,March,12,1,0,,0
20250322,2025-03-22,22,3,2025,1,6,6,Saturday,March,12,1,0,,0
20250323,2025-03-23,23,3,2025,1,0,7,Sunday,March,12,0,0,,0
20250324,2025-03-24,24,3,2025,1,1,1,Monday,March,13,0,0,,0
20250325,2025-03-25,25,3,2025,1,2,2,Tuesday,March,13,0,0,,0
20250326,2025-03-26,26,3,2025,1,3,3,Wednesday,March,13,0,0,,0
20250327,2025-03-27,27,3,2025,1,4,4,Thursday,March,13,0,0,,0
20250328,2025-03-28,28,3,2025,1,5,5,Friday,March,13,1,0,,0
20250329,2025-03-29,29,3,2025,1,6,6,Saturday,March,13,1,0,,0
20250330,2025-03-30,30,3,2025,1,0,7,Sunday,March,13,0,0,,0
20250331,2025-03-31,31,3,2025,1,1,1,Monday,March,14,0,0,,0
20250401,2025-04-01,1,4,2025,2,2,2,Tuesday,April,14,0,0,,0
20250402,2025-04-02,2,4,2025,2,3,3,Wednesday,April,14,0,0,,0
20250403,2025-04-03,3,4,2025,2,4,4,Thursday,April,14,0,0,,0
20250404,2025-04-04,4,4,2025,2,5,5,Friday,April,14,1,0,,0
20250405,2025-04-05,5,4,2025,2,6,6,Saturday,April,14,1,0,,0
20250406,2025-04-06,6,4,2025,2,0,7,Sunday,April,14,0,0,,0
20250407,2025-04-07,7,4,2025,2,1,1,Monday,April,15,0,0,,0
20250408,2025-04-08,8,4,2025,2,2,2,Tuesday,April,15,0,0,,0
20250409,2025-04-09,9,4,2025,2,3,3,Wednesday,April,15,0,0,,0
20250410,2025-04-10,10,4,2025,2,4,4,Thursday,April,15,0,0,,0
20250411,2025-04-11,11,4,2025,2,5,5,Friday,April,15,1,0,,0
20250412,2025-04-12,12,4,2025,2,6,6,Saturday,April,15,1,0,,1
20250413,2025-04-13,13,4,2025,2,0,7,Sunday,April,15,0,1,Pesach (1st day),0
20250414,2025-04-14,14,4,2025,2,1,1,Monday,April,16,0,0,,0
20250415,2025-04-15,15,4,2025,2,2,2,Tuesday,April,16,0,0,,0
20250416,2025-04-16,16,4,2025,2,3,3,Wednesday,April,16,0,0,,0
20250417,2025-04-17,17,4,2025,2,4,4,Thursday,April,16,0,0,,0
20250418,2025-04-18,18,4,2025,2,5,5,Friday,April,16,1,0,,1
20250419,2025-04-19,19,4,2025,2,6,6,Saturday,April,16,1,1,Pesach (7th day),0
20250420,2025-04-20,20,4,2025,2,0,7,Sunday,April,16,0,0,,0
20250421,2025-04-21,21,4,2025,2,1,1,Monday,April,17,0,0,,0
20250422,2025-04-22,22,4,2025,2,2,2,Tuesday,April,17,0,0,,0
20250423,2025-04-23,23,4,2025,2,3,3,Wednesday,April,17,0,0,,0
20250424,2025-04-24,24,4,2025,2,4,4,Thursday,April,17,0,0,,0
20250425,2025-04-25,25,4,2025,2,5,5,Friday,April,17,1,0,,0
20250426,2025-04-26,26,4,2025,2,6,6,Saturday,April,17,1,0,,0
20250427,2025-04-27,27,4,2025,2,0,7,Sunday,April,17,0,0,,0
20250428,2025-04-28,28,4,2025,2,1,1,Monday,April,18,0,0,,0
20250429,2025-04-29,29,4,2025,2,2,2,Tuesday,April,18,0,0,,0
20250430,2025-04-30,30,4,2025,2,3,3,Wednesday,April,18,0,0,,1
20250501,2025-05-01,1,5,2025,2,4,4,Thursday,May,18,0,1,Independence Day,0
20250502,2025-05-02,2,5,2025,2,5,5,Friday,May,18,1,0,,0
20250503,2025-05-03,3,5,2025,2,6,6,Saturday,May,18,1,0,,0
20250504,2025-05-04,4,5,2025,2,0,7,Sunday,May,18,0,0,,0
20250505,2025-05-05,5,5,2025,2,1,1,Monday,May,19,0,0,,0
20250506,2025-05-06,6,5,2025,2,2,2,Tuesday,May,19,0,0,,0
20250507,2025-05-07,7,5,2025,2,3,3,Wednesday,May,19,0,0,,0
20250508,2025-05-08,8,5,2025,2,4,4,Thursday,May,19,0,0,,0
20250509,2025-05-09,9,5,2025,2,5,5,Friday,May,19,1,0,,0
20250510,2025-05-10,10,5,2025,2,6,6,Saturday,May,19,1,0,,0
20250511,2025-05-11,11,5,2025,2,0,7,Sunday,May,19,0,0,,0
20250512,2025-05-12,12,5,2025,2,1,1,Monday,May,20,0,0,,0
20250513,2025-05-13,13,5,2025,2,2,2,Tuesday,May,20,0,0,,0
20250514,2025-05-14,14,5,2025,2,3,3,Wednesday,May,20,0,0,,0
20250515,2025-05-15,15,5,2025,2,4,4,Thursday,May,20,0,0,,0
20250516,2025-05-16,16,5,2025,2,5,5,Friday,May,20,1,0,,0
20250517,2025-05-17,17,5,2025,2,6,6,Saturday,May,20,1,0,,0
20250518,2025-05-18,18,5,2025,2,0,7,Sunday,May,20,0,0,,0
20250519,2025-05-19,19,5,2025,2,1,1,Monday,May,21,0,0,,0
20250520,2025-05-20,20,5,2025,2,2,2,Tuesday,May,21,0,0,,0
20250521,2025-05-21,21,5,2025,2,3,3,Wednesday,May,21,0,0,,0
20250522,2025-05-22,22,5,2025,2,4,4,Thursday,May,21,0,0,,0
20250523,2025-05-23,23,5,2025,2,5,5,Friday,May,21,1,0,,0
20250524,2025-05-24,24,5,2025,2,6,6,Saturday,May,21,1,0,,0
20250525,2025-05-25,25,5,2025,2,0,7,Sunday,May,21,0,0,,0
20250526,2025-05-26,26,5,2025,2,1,1,Monday,May,22,0,0,,0
20250527,2025-05-27,27,5,2025,2,2,2,Tuesday,May,22,0,0,,0
20250528,2025-05-28,28,5,2025,2,3,3,Wednesday,May,22,0,0,,0
20250529,2025-05-29,29,5,2025,2,4,4,Thursday,May,22,0,0,,0
20250530,2025-05-30,30,5,2025,2,5,5,Friday,May,22,1,0,,0
20250531,2025-05-31,31,5,2025,2,6,6,Saturday,May,22,1,0,,0
20250601,2025-06-01,1,6,2025,2,0,7,Sunday,June,22,0,0,,1
20250602,2025-06-02,2,6,2025,2,1,1,Monday,June,23,0,1,Shavuot,0
20250603,2025-06-03,3,6,2025,2,2,2,Tuesday,June,23,0,0,,0
20250604,2025-06-04,4,6,2025,2,3,3,Wednesday,June,23,0,0,,0
20250605,2025-06-05,5,6,2025,2,4,4,Thursday,June,23,0,0,,0
20250606,2025-06-06,6,6,2025,2,5,5,Friday,June,23,1,0,,0
20250607,2025-06-07,7,6,2025,2,6,6,Saturday,June,23,1,0,,0
20250608,2025-06-08,8,6,2025,2,0,7,Sunday,June,23,0,0,,0
20250609,2025-06-09,9,6,2025,2,1,1,Monday,June,24,0,0,,0
20250610,2025-06-10,10,6,2025,2,2,2,Tuesday,June,24,0,0,,0
20250611,2025-06-11,11,6,2025,2,3,3,Wednesday,June,24,0,0,,0
20250612,2025-06-12,12,6,2025,2,4,4,Thursday,June,24,0,0,,0
20250613,2025-06-13,13,6,2025,2,5,5,Friday,June,24,1,0,,0
20250614,2025-06-14,14,6,2025,2,6,6,Saturday,June,24,1,0,,0
20250615,2025-06-15,15,6,2025,2,0,7,Sunday,June,24,0,0,,0
20250616,2025-06-16,16,6,2025,2,1,1,Monday,June,25,0,0,,0
20250617,2025-06-17,17,6,2025,2,2,2,Tuesday,June,25,0,0,,0
20250618,2025-06-18,18,6,2025,2,3,3,Wednesday,June,25,0,0,,0
20250619,2025-06-19,19,6,2025,2,4,4,Thursday,June,25,0,0,,0
20250620,2025-06-20,20,6,2025,2,5,5,Friday,June,25,1,0,,0
20250621,2025-06-21,21,6,2025,2,6,6,Saturday,June,25,1,0,,0
20250622,2025-06-22,22,6,2025,2,0,7,Sunday,June,25,0,0,,0
20250623,2025-06-23,23,6,2025,2,1,1,Monday,June,26,0,0,,0
20250624,2025-06-24,24,6,2025,2,2,2,Tuesday,June,26,0,0,,0
20250625,2025-06-25,25,6,2025,2,3,3,Wednesday,June,26,0,0,,0
20250626,2025-06-26,26,6,2025,2,4,4,Thursday,June,26,0,0,,0
20250627,2025-06-27,27,6,2025,2,5,5,Friday,June,26,1,0,,0
20250628,2025-06-28,28,6,2025,2,6,6,Saturday,June,26,1,0,,0
20250629,2025-06-29,29,6,2025,2,0,7,Sunday,June,26,0,0,,0
20250630,2025-06-30,30,6,2025,2,1,1,Monday,June,27,0,0,,0
20250701,2025-07-01,1,7,2025,3,2,2,Tuesday,July,27,0,0,,0
20250702,2025-07-02,2,7,2025,3,3,3,Wednesday,July,27,0,0,,0
20250703,2025-07-03,3,7,2025,3,4,4,Thursday,July,27,0,0,,0
20250704,2025-07-04,4,7,2025,3,5,5,Friday,July,27,1,0,,0
20250705,2025-07-05,5,7,2025,3,6,6,Saturday,July,27,1,0,,0
20250706,2025-07-06,6,7,2025,3,0,7,Sunday,July,27,0,0,,0
20250707,2025-07-07,7,7,2025,3,1,1,Monday,July,28,0,0,,0
20250708,2025-07-08,8,7,2025,3,2,2,Tuesday,July,28,0,0,,0
20250709,2025-07-09,9,7,2025,3,3,3,Wednesday,July,28,0,0,,0
20250710,2025-07-10,10,7,2025,3,4,4,Thursday,July,28,0,0,,0
20250711,2025-07-11,11,7,2025,3,5,5,Friday,July,28,1,0,,0
20250712,2025-07-12,12,7,2025,3,6,6,Saturday,July,28,1,0,,0
20250713,2025-07-13,13,7,2025,3,0,7,Sunday,July,28,0,0,,0
20250714,2025-07-14,14,7,2025,3,1,1,Monday,July,29,0,0,,0
20250715,2025-07-15,15,7,2025,3,2,2,Tuesday,July,29,0,0,,0
20250716,2025-07-16,16,7,2025,3,3,3,Wednesday,July,29,0,0,,0
20250717,2025-07-17,17,7,2025,3,4,4,Thursday,July,29,0,0,,0
20250718,2025-07-18,18,7,2025,3,5,5,Friday,July,29,1,0,,0
20250719,2025-07-19,19,7,2025,3,6,6,Saturday,July,29,1,0,,0
20250720,2025-07-20,20,7,2025,3,0,7,Sunday,July,29,0,0,,0
20250721,2025-07-21,21,7,2025,3,1,1,Monday,July,30,0,0,,0
20250722,2025-07-22,22,7,2025,3,2,2,Tuesday,July,30,0,0,,0
20250723,2025-07-23,23,7,2025,3,3,3,Wednesday,July,30,0,0,,0
20250724,2025-07-24,24,7,2025,3,4,4,Thursday,July,30,0,0,,0
20250725,2025-07-25,25,7,2025,3,5,5,Friday,July,30,1,0,,0
20250726,2025-07-26,26,7,2025,3,6,6,Saturday,July,30,1,0,,0
20250727,2025-07-27,27,7,2025,3,0,7,Sunday,July,30,0,0,,0
20250728,2025-07-28,28,7,2025,3,1,1,Monday,July,31,0,0,,0
20250729,2025-07-29,29,7,2025,3,2,2,Tuesday,July,31,0,0,,0
20250730,2025-07-30,30,7,2025,3,3,3,Wednesday,July,31,0,0,,0
20250731,2025-07-31,31,7,2025,3,4,4,Thursday,July,31,0,0,,0
20250801,2025-08-01,1,8,2025,3,5,5,Friday,August,31,1,0,,0
20250802,2025-08-02,2,8,2025,3,6,6,Saturday,August,31,1,0,,0
20250803,2025-08-03,3,8,2025,3,0,7,Sunday,August,31,0,0,,0
20250804,2025-08-04,4,8,2025,3,1,1,Monday,August,32,0,0,,0
20250805,2025-08-05,5,8,2025,3,2,2,Tuesday,August,32,0,0,,0
20250806,2025-08-06,6,8,2025,3,3,3,Wednesday,August,32,0,0,,0
20250807,2025-08-07,7,8,2025,3,4,4,Thursday,August,32,0,0,,0
20250808,2025-08-08,8,8,2025,3,5,5,Friday,August,32,1,0,,0
20250809,2025-08-09,9,8,2025,3,6,6,Saturday,August,32,1,0,,0
20250810,2025-08-10,10,8,2025,3,0,7,Sunday,August,32,0,0,,0
20250811,2025-08-11,11,8,2025,3,1,1,Monday,August,33,0,0,,0
20250812,2025-08-12,12,8,2025,3,2,2,Tuesday,August,33,0,0,,0
20250813,2025-08-13,13,8,2025,3,3,3,Wednesday,August,33,0,0,,0
20250814,2025-08-14,14,8,2025,3,4,4,Thursday,August,33,0,0,,0
20250815,2025-08-15,15,8,2025,3,5,5,Friday,August,33,1,0,,0
20250816,2025-08-16,16,8,2025,3,6,6,Saturday,August,33,1,0,,0
20250817,2025-08-17,17,8,2025,3,0,7,Sunday,August,33,0,0,,0
20250818,2025-08-18,18,8,2025,3,1,1,Monday,August,34,0,0,,0
20250819,2025-08-19,19,8,2025,3,2,2,Tuesday,August,34,0,0,,0
20250820,2025-08-20,20,8,2025,3,3,3,Wednesday,August,34,0,0,,0
20250821,2025-08-21,21,8,2025,3,4,4,Thursday,August,34,0,0,,0
20250822,2025-08-22,22,8,2025,3,5,5,Friday,August,34,1,0,,0
20250823,2025-08-23,23,8,2025,3,6,6,Saturday,August,34,1,0,,0
20250824,2025-08-24,24,8,2025,3,0,7,Sunday,August,34,0,0,,0
20250825,2025-08-25,25,8,2025,3,1,1,Monday,August,35,0,0,,0
20250826,2025-08-26,26,8,2025,3,2,2,Tuesday,August,35,0,0,,0
20250827,2025-08-27,27,8,2025,3,3,3,Wednesday,August,35,0,0,,0
20250828,2025-08-28,28,8,2025,3,4,4,Thursday,August,35,0,0,,0
20250829,2025-08-29,29,8,2025,3,5,5,Friday,August,35,1,0,,0
20250830,2025-08-30,30,8,2025,3,6,6,Saturday,August,35,1,0,,0
20250831,2025-08-31,31,8,2025,3,0,7,Sunday,August,35,0,0,,0
20250901,2025-09-01,1,9,2025,3,1,1,Monday,September,36,0,0,,0
20250902,2025-09-02,2,9,2025,3,2,2,Tuesday,September,36,0,0,,0
20250903,2025-09-03,3,9,2025,3,3,3,Wednesday,September,36,0,0,,0
20250904,2025-09-04,4,9,2025,3,4,4,Thursday,September,36,0,0,,0
20250905,2025-09-05,5,9,2025,3,5,5,Friday,September,36,1,0,,0
20250906,2025-09-06,6,9,2025,3,6,6,Saturday,September,36,1,0,,0
20250907,2025-09-07,7,9,2025,3,0,7,Sunday,September,36,0,0,,0
20250908,2025-09-08,8,9,2025,3,1,1,Monday,September,37,0,0,,0
20250909,2025-09-09,9,9,2025,3,2,2,Tuesday,September,37,0,0,,0
20250910,2025-09-10,10,9,2025,3,3,3,Wednesday,September,37,0,0,,0
20250911,2025-09-11,11,9,2025,3,4,4,Thursday,September,37,0,0,,0
20250912,2025-09-12,12,9,2025,3,5,5,Friday,September,37,1,0,,0
20250913,2025-09-13,13,9,2025,3,6,6,Saturday,September,37,1,0,,0
20250914,2025-09-14,14,9,2025,3,0,7,Sunday,September,37,0,0,,0
20250915,2025-09-15,15,9,2025,3,1,1,Monday,September,38,0,0,,0
20250916,2025-09-16,16,9,2025,3,2,2,Tuesday,September,38,0,0,,0
20250917,2025-09-17,17,9,2025,3,3,3,Wednesday,September,38,0,0,,0
20250918,2025-09-18,18,9,2025,3,4,4,Thursday,September,38,0,0,,0
20250919,2025-09-19,19,9,2025,3,5,5,Friday,September,38,1,0,,0
20250920,2025-09-20,20,9,2025,3,6,6,Saturday,September,38,1,0,,0
20250921,2025-09-21,21,9,2025,3,0,7,Sunday,September,38,0,0,,0
20250922,2025-09-22,22,9,2025,3,1,1,Monday,September,39,0,0,,1
20250923,2025-09-23,23,9,2025,3,2,2,Tuesday,September,39,0,1,Rosh Hashana (1),1
20250924,2025-09-24,24,9,2025,3,3,3,Wednesday,September,39,0,1,Rosh Hashana (2),0
20250925,2025-09-25,25,9,2025,3,4,4,Thursday,September,39,0,0,,0
20250926,2025-09-26,26,9,2025,3,5,5,Friday,September,39,1,0,,0
20250927,2025-09-27,27,9,2025,3,6,6,Saturday,September,39,1,0,,0
20250928,2025-09-28,28,9,2025,3,0,7,Sunday,September,39,0,0,,0
20250929,2025-09-29,29,9,2025,3,1,1,Monday,September,40,0,0,,0
20250930,2025-09-30,30,9,2025,3,2,2,Tuesday,September,40,0,0,,0
20251001,2025-10-01,1,10,2025,4,3,3,Wednesday,October,40,0,0,,1
20251002,2025-10-02,2,10,2025,4,4,4,Thursday,October,40,0,1,Yom Kippur,0
20251003,2025-10-03,3,10,2025,4,5,5,Friday,October,40,1,0,,0
20251004,2025-10-04,4,10,2025,4,6,6,Saturday,October,40,1,0,,0
20251005,2025-10-05,5,10,2025,4,0,7,Sunday,October,40,0,0,,0
20251006,2025-10-06,6,10,2025,4,1,1,Monday,October,41,0,0,,1
20251007,2025-10-07,7,10,2025,4,2,2,Tuesday,October,41,0,1,Sukkot (1st day),0
20251008,2025-10-08,8,10,2025,4,3,3,Wednesday,October,41,0,0,,0
20251009,2025-10-09,9,10,2025,4,4,4,Thursday,October,41,0,0,,0
20251010,2025-10-10,10,10,2025,4,5,5,Friday,October,41,1,0,,0
20251011,2025-10-11,11,10,2025,4,6,6,Saturday,October,41,1,0,,0
20251012,2025-10-12,12,10,2025,4,0,7,Sunday,October,41,0,0,,0
20251013,2025-10-13,13,10,2025,4,1,1,Monday,October,42,0,0,,1
20251014,2025-10-14,14,10,2025,4,2,2,Tuesday,October,42,0,1,Simchat Torah,0
20251015,2025-10-15,15,10,2025,4,3,3,Wednesday,October,42,0,0,,0
20251016,2025-10-16,16,10,2025,4,4,4,Thursday,October,42,0,0,,0
20251017,2025-10-17,17,10,2025,4,5,5,Friday,October,42,1,0,,0
20251018,2025-10-18,18,10,2025,4,6,6,Saturday,October,42,1,0,,0
20251019,2025-10-19,19,10,2025,4,0,7,Sunday,October,42,0,0,,0
20251020,2025-10-20,20,10,2025,4,1,1,Monday,October,43,0,0,,0
20251021,2025-10-21,21,10,2025,4,2,2,Tuesday,October,43,0,0,,0
20251022,2025-10-22,22,10,2025,4,3,3,Wednesday,October,43,0,0,,0
20251023,2025-10-23,23,10,2025,4,4,4,Thursday,October,43,0,0,,0
20251024,2025-10-24,24,10,2025,4,5,5,Friday,October,43,1,0,,0
20251025,2025-10-25,25,10,2025,4,6,6,Saturday,October,43,1,0,,0
20251026,2025-10-26,26,10,2025,4,0,7,Sunday,October,43,0,0,,0
20251027,2025-10-27,27,10,2025,4,1,1,Monday,October,44,0,0,,0
20251028,2025-10-28,28,10,2025,4,2,2,Tuesday,October,44,0,0,,0
20251029,2025-10-29,29,10,2025,4,3,3,Wednesday,October,44,0,0,,0
20251030,2025-10-30,30,10,2025,4,4,4,Thursday,October,44,0,0,,0
20251031,2025-10-31,31,10,2025,4,5,5,Friday,October,44,1,0,,0
20251101,2025-11-01,1,11,2025,4,6,6,Saturday,November,44,1,0,,0
20251102,2025-11-02,2,11,2025,4,0,7,Sunday,November,44,0,0,,0
20251103,2025-11-03,3,11,2025,4,1,1,Monday,November,45,0,0,,0
20251104,2025-11-04,4,11,2025,4,2,2,Tuesday,November,45,0,0,,0
20251105,2025-11-05,5,11,2025,4,3,3,Wednesday,November,45,0,0,,0
20251106,2025-11-06,6,11,2025,4,4,4,Thursday,November,45,0,0,,0
20251107,2025-11-07,7,11,2025,4,5,5,Friday,November,45,1,0,,0
20251108,2025-11-08,8,11,2025,4,6,6,Saturday,November,45,1,0,,0
20251109,2025-11-09,9,11,2025,4,0,7,Sunday,November,45,0,0,,0
20251110,2025-11-10,10,11,2025,4,1,1,Monday,November,46,0,0,,0
20251111,2025-11-11,11,11,2025,4,2,2,Tuesday,November,46,0,0,,0
20251112,2025-11-12,12,11,2025,4,3,3,Wednesday,November,46,0,0,,0
20251113,2025-11-13,13,11,2025,4,4,4,Thursday,November,46,0,0,,0
20251114,2025-11-14,14,11,2025,4,5,5,Friday,November,46,1,0,,0
20251115,2025-11-15,15,11,2025,4,6,6,Saturday,November,46,1,0,,0
20251116,2025-11-16,16,11,2025,4,0,7,Sunday,November,46,0,0,,0
20251117,2025-11-17,17,11,2025,4,1,1,Monday,November,47,0,0,,0
20251118,2025-11-18,18,11,2025,4,2,2,Tuesday,November,47,0,0,,0
20251119,2025-11-19,19,11,2025,4,3,3,Wednesday,November,47,0,0,,0
20251120,2025-11-20,20,11,2025,4,4,4,Thursday,November,47,0,0,,0
