sales_date,date_key,store_key,store_name,city,district,store_type,units_sold,gross_revenue,discount_amount,net_revenue,total_cost,gross_margin,margin_pct,num_transactions,distinct_products,avg_basket_value
2024-03-31,20240331,9,SuperChampion Givat Shaul,Jerusalem,Jerusalem,Supermarket,1192,14209.60,815.19,13394.41,9383.89,4010.52,29.94,339,27,39.51
2024-03-31,20240331,10,SuperChampion Grand Canyon,Haifa,Haifa,Hypermarket,2875,40167.30,2618.34,37548.96,27114.18,10434.78,27.79,772,30,48.64
2024-03-31,20240331,11,SuperChampion Hadar,Haifa,Haifa,Supermarket,1308,17361.20,857.93,16503.27,11533.85,4969.42,30.11,367,29,44.97
2024-03-31,20240331,12,SuperChampion Krayot,Kiryat Bialik,Haifa,Supermarket,1440,20376.80,1004.90,19371.90,13507.05,5864.85,30.28,389,32,49.80
2024-03-31,20240331,13,SuperChampion Ir Yamim,Netanya,Central,Supermarket,1368,18247.90,1110.30,17137.60,12168.22,4969.38,29.00,411,31,41.70
2024-03-31,20240331,14,SuperChampion Kfar Saba,Kfar Saba,Central,Supermarket,1345,15632.00,791.63,14840.37,10455.24,4385.13,29.55,401,28,37.01
2024-03-31,20240331,15,SuperChampion Raanana,Raanana,Central,Supermarket,996,14541.60,798.76,13742.84,9696.25,4046.59,29.45,319,23,43.08
2024-03-31,20240331,16,SuperChampion Petah Tikva,Petah Tikva,Central,Hypermarket,3427,42802.70,2522.22,40280.48,28375.29,11905.19,29.56,973,27,41.40
2024-03-31,20240331,17,SuperChampion Rishon LeZion,Rishon LeZion,Central,Hypermarket,2724,39441.10,2209.55,37231.55,25627.78,11603.77,31.17,700,27,53.19
2024-03-31,20240331,18,SuperChampion Rehovot,Rehovot,Central,Supermarket,1251,16349.00,775.81,15573.19,10742.40,4830.79,31.02,376,27,41.42
2024-03-31,20240331,19,SuperChampion Ashdod,Ashdod,Southern,Hypermarket,3264,44396.00,2590.62,41805.38,28950.81,12854.57,30.75,921,33,45.39
2024-03-31,20240331,20,SuperChampion Beer Sheva,Beer Sheva,Southern,Hypermarket,2619,30643.70,1796.60,28847.10,20002.10,8845.00,30.66,715,24,40.35
2024-03-31,20240331,21,SuperChampion Eilat,Eilat,Southern,Supermarket,1813,20151.50,1299.06,18852.44,13460.90,5391.54,28.60,544,31,34.66
2024-03-31,20240331,22,SuperChampion Nazareth,Nazareth,Northern,Supermarket,1374,17457.00,1049.60,16407.40,11692.99,4714.41,28.73,379,27,43.29
2024-03-31,20240331,23,SuperChampion Tiberias,Tiberias,Northern,Supermarket,1081,15173.10,883.97,14289.13,10170.25,4118.88,28.83,271,23,52.73
2024-03-31,20240331,24,SuperChampion Afula,Afula,Northern,Supermarket,1353,16014.30,926.48,15087.82,10805.12,4282.70,28.39,398,28,37.91
2024-04-01,20240401,1,SuperChampion Dizengoff,Tel Aviv,Tel Aviv,Express,468,6206.40,344.26,5862.14,4167.56,1694.58,28.91,138,28,42.48
2024-04-01,20240401,2,SuperChampion Ramat Aviv,Tel Aviv,Tel Aviv,Supermarket,1269,16638.50,1054.53,15583.97,10862.52,4721.45,30.30,370,35,42.12
2024-04-01,20240401,3,SuperChampion Ayalon,Ramat Gan,Tel Aviv,Hypermarket,2927,42385.70,2421.22,39964.48,27784.23,12180.25,30.48,886,30,45.11
2024-04-01,20240401,4,SuperChampion Givatayim,Givatayim,Tel Aviv,Supermarket,1338,14759.00,912.80,13846.20,9890.68,3955.52,28.57,413,31,33.53
2024-04-01,20240401,5,SuperChampion Holon,Holon,Tel Aviv,Supermarket,816,10531.80,703.44,9828.36,7041.38,2786.98,28.36,235,21,41.82
2024-04-01,20240401,6,SuperChampion Bat Yam,Bat Yam,Tel Aviv,Supermarket,899,15317.90,858.80,14459.10,10057.59,4401.51,30.44,288,24,50.21
2024-04-01,20240401,7,SuperChampion Malha,Jerusalem,Jerusalem,Hypermarket,2878,40668.20,2699.59,37968.61,26603.21,11365.40,29.93,778,27,48.80
2024-04-01,20240401,8,SuperChampion Talpiot,Jerusalem,Jerusalem,Supermarket,932,10011.80,441.44,9570.36,6601.61,2968.75,31.02,228,20,41.98
2024-04-01,20240401,9,SuperChampion Givat Shaul,Jerusalem,Jerusalem,Supermarket,1122,14117.30,871.54,13245.76,9467.53,3778.23,28.52,303,24,43.72
2024-04-01,20240401,10,SuperChampion Grand Canyon,Haifa,Haifa,Hypermarket,2619,27621.80,1268.88,26352.92,18627.74,7725.18,29.31,618,24,42.64
2024-04-01,20240401,11,SuperChampion Hadar,Haifa,Haifa,Supermarket,1190,15281.20,882.44,14398.76,10017.53,4381.23,30.43,332,27,43.37
2024-04-01,20240401,12,SuperChampion Krayot,Kiryat Bialik,Haifa,Supermarket,1265,15586.40,1063.42,14522.98,10238.01,4284.97,29.50,326,27,44.55
2024-04-01,20240401,13,SuperChampion Ir Yamim,Netanya,Central,Supermarket,759,11840.10,601.40,11238.70,7836.78,3401.92,30.27,203,22,55.36
2024-04-01,20240401,14,SuperChampion Kfar Saba,Kfar Saba,Central,Supermarket,1018,14450.00,999.75,13450.25,9505.09,3945.16,29.33,281,29,47.87
2024-04-01,20240401,15,SuperChampion Raanana,Raanana,Central,Supermarket,1435,17623.70,947.68,16676.02,11591.60,5084.42,30.49,395,29,42.22
2024-04-01,20240401,16,SuperChampion Petah Tikva,Petah Tikva,Central,Hypermarket,2647,40732.30,1857.34,38874.96,26661.05,12213.91,31.42,654,25,59.44
2024-04-01,20240401,17,SuperChampion Rishon LeZion,Rishon LeZion,Central,Hypermarket,2617,33362.50,2011.79,31350.71,22683.36,8667.35,27.65,737,27,42.54
2024-04-01,20240401,18,SuperChampion Rehovot,Rehovot,Central,Supermarket,1255,17287.70,1059.96,16227.74,11324.68,4903.06,30.21,362,32,44.83
2024-04-01,20240401,19,SuperChampion Ashdod,Ashdod,Southern,Hypermarket,2903,34519.30,1637.19,32882.11,22407.11,10475.00,31.86,730,33,45.04
2024-04-01,20240401,20,SuperChampion Beer Sheva,Beer Sheva,Southern,Hypermarket,2306,37351.00,2135.64,35215.36,24574.54,10640.82,30.22,655,27,53.76
2024-04-01,20240401,21,SuperChampion Eilat,Eilat,Southern,Supermarket,1064,15143.40,777.02,14366.38,9878.61,4487.77,31.24,339,25,42.38
2024-04-01,20240401,22,SuperChampion Nazareth,Nazareth,Northern,Supermarket,1304,16657.60,957.93,15699.67,11003.12,4696.55,29.91,384,31,40.88
2024-04-01,20240401,23,SuperChampion Tiberias,Tiberias,Northern,Supermarket,1141,14557.20,1037.60,13519.60,9668.45,3851.15,28.49,354,26,38.19
2024-04-01,20240401,24,SuperChampion Afula,Afula,Northern,Supermarket,1435,16467.40,1000.88,15466.52,10892.27,4574.25,29.58,375,31,41.24
2024-04-02,20240402,1,SuperChampion Dizengoff,Tel Aviv,Tel Aviv,Express,433,5973.50,349.18,5624.32,3891.77,1732.55,30.80,137,25,41.05
2024-04-02,20240402,2,SuperChampion Ramat Aviv,Tel Aviv,Tel Aviv,Supermarket,1168,15675.60,953.25,14722.35,10409.36,4312.99,29.30,306,29,48.11
2024-04-02,20240402,3,SuperChampion Ayalon,Ramat Gan,Tel Aviv,Hypermarket,2362,35012.80,2566.05,32446.75,22780.32,9666.43,29.79,652,28,49.76
2024-04-02,20240402,4,SuperChampion Givatayim,Givatayim,Tel Aviv,Supermarket,731,9404.50,735.33,8669.17,6364.92,2304.25,26.58,224,21,38.70
2024-04-02,20240402,5,SuperChampion Holon,Holon,Tel Aviv,Supermarket,1352,19486.90,1005.39,18481.51,12823.14,5658.37,30.62,426,35,43.38
2024-04-02,20240402,6,SuperChampion Bat Yam,Bat Yam,Tel Aviv,Supermarket,768,9099.30,465.45,8633.85,6099.53,2534.32,29.35,202,20,42.74
2024-04-02,20240402,7,SuperChampion Malha,Jerusalem,Jerusalem,Hypermarket,3358,40271.60,2471.40,37800.20,26519.62,11280.58,29.84,1064,32,35.53
2024-04-02,20240402,8,SuperChampion Talpiot,Jerusalem,Jerusalem,Supermarket,1431,20815.50,1014.19,19801.31,13938.66,5862.65,29.61,476,35,41.60
2024-04-02,20240402,9,SuperChampion Givat Shaul,Jerusalem,Jerusalem,Supermarket,1170,17374.80,1202.78,16172.02,11419.50,4752.52,29.39,354,32,45.68
2024-04-02,20240402,10,SuperChampion Grand Canyon,Haifa,Haifa,Hypermarket,2026,22800.40,1067.56,21732.84,14870.51,6862.33,31.58,565,23,38.47
2024-04-02,20240402,11,SuperChampion Hadar,Haifa,Haifa,Supermarket,1464,23119.80,1467.99,21651.81,15389.88,6261.93,28.92,444,39,48.77
2024-04-02,20240402,12,SuperChampion Krayot,Kiryat Bialik,Haifa,Supermarket,1003,12971.30,677.22,12294.08,8862.53,3431.55,27.91,292,24,42.10
2024-04-02,20240402,13,SuperChampion Ir Yamim,Netanya,Central,Supermarket,1038,13846.50,798.05,13048.45,9282.45,3766.00,28.86,263,26,49.61
2024-04-02,20240402,14,SuperChampion Kfar Saba,Kfar Saba,Central,Supermarket,828,11181.90,707.05,10474.85,7395.26,3079.59,29.40,227,24,46.14
2024-04-02,20240402,15,SuperChampion Raanana,Raanana,Central,Supermarket,897,12777.90,738.06,12039.84,8642.34,3397.50,28.22,268,22,44.92
2024-04-02,20240402,16,SuperChampion Petah Tikva,Petah Tikva,Central,Hypermarket,1879,20785.50,1382.73,19402.77,13497.35,5905.42,30.44,515,22,37.68
2024-04-02,20240402,17,SuperChampion Rishon LeZion,Rishon LeZion,Central,Hypermarket,2412,27427.20,1539.95,25887.25,18182.19,7705.06,29.76,696,24,37.19
2024-04-02,20240402,18,SuperChampion Rehovot,Rehovot,Central,Supermarket,979,13458.60,718.61,12739.99,8842.26,3897.73,30.59,275,22,46.33
2024-04-02,20240402,19,SuperChampion Ashdod,Ashdod,Southern,Hypermarket,1933,27420.70,1420.03,26000.67,17605.61,8395.06,32.29,512,23,50.78
2024-04-02,20240402,20,SuperChampion Beer Sheva,Beer Sheva,Southern,Hypermarket,1506,17216.40,1319.44,15896.96,11522.12,4374.84,27.52,439,18,36.21
2024-04-02,20240402,21,SuperChampion Eilat,Eilat,Southern,Supermarket,1345,17565.70,996.62,16569.08,11685.67,4883.41,29.47,348,32,47.61
2024-04-02,20240402,22,SuperChampion Nazareth,Nazareth,Northern,Supermarket,1116,13449.80,812.39,12637.41,9057.64,3579.77,28.33,301,28,41.98
2024-04-02,20240402,23,SuperChampion Tiberias,Tiberias,Northern,Supermarket,1137,14200.70,774.00,13426.70,9290.95,4135.75,30.80,269,27,49.91
2024-04-02,20240402,24,SuperChampion Afula,Afula,Northern,Supermarket,859,9909.30,564.16,9345.14,6546.33,2798.81,29.95,237,19,39.43
2024-04-03,20240403,1,SuperChampion Dizengoff,Tel Aviv,Tel Aviv,Express,531,6639.50,375.76,6263.74,4253.68,2010.06,32.09,169,29,37.06
2024-04-03,20240403,2,SuperChampion Ramat Aviv,Tel Aviv,Tel Aviv,Supermarket,814,12202.20,618.45,11583.75,8053.18,3530.57,30.48,250,25,46.34
2024-04-03,20240403,3,SuperChampion Ayalon,Ramat Gan,Tel Aviv,Hypermarket,3289,41847.70,2635.57,39212.13,28052.71,11159.42,28.46,944,31,41.54
2024-04-03,20240403,4,SuperChampion Givatayim,Givatayim,Tel Aviv,Supermarket,1202,15912.40,1103.29,14809.11,10644.38,4164.73,28.12,309,24,47.93
2024-04-03,20240403,5,SuperChampion Holon,Holon,Tel Aviv,Supermarket,829,12115.90,789.02,11326.88,8130.81,3196.07,28.22,214,23,52.93
2024-04-03,20240403,6,SuperChampion Bat Yam,Bat Yam,Tel Aviv,Supermarket,1298,17934.90,1186.70,16748.20,11970.84,4777.36,28.52,368,29,45.51
2024-04-03,20240403,7,SuperChampion Malha,Jerusalem,Jerusalem,Hypermarket,2972,38350.30,1940.01,36410.29,25333.44,11076.85,30.42,880,31,41.38
2024-04-03,20240403,8,SuperChampion Talpiot,Jerusalem,Jerusalem,Supermarket,1140,13110.40,848.94,12261.46,8580.60,3680.86,30.02,340,28,36.06
2024-04-03,20240403,9,SuperChampion Givat Shaul,Jerusalem,Jerusalem,Supermarket,1026,13467.40,695.09,12772.31,8685.35,4086.96,32.00,294,22,43.44
2024-04-03,20240403,10,SuperChampion Grand Canyon,Haifa,Haifa,Hypermarket,2423,31720.90,1781.03,29939.87,21469.42,8470.45,28.29,688,31,43.52
2024-04-03,20240403,11,SuperChampion Hadar,Haifa,Haifa,Supermarket,1028,16342.60,1057.37,15285.23,10658.29,4626.94,30.27,333,27,45.90
2024-04-03,20240403,12,SuperChampion Krayot,Kiryat Bialik,Haifa,Supermarket,1055,15869.30,1010.68,14858.62,10641.38,4217.24,28.38,317,26,46.87
2024-04-03,20240403,13,SuperChampion Ir Yamim,Netanya,Central,Supermarket,1174,15646.60,1067.41,14579.19,10370.86,4208.33,28.87,304,30,47.96
2024-04-03,20240403,14,SuperChampion Kfar Saba,Kfar Saba,Central,Supermarket,683,10027.00,575.89,9451.11,6623.64,2827.47,29.92,200,19,47.26
2024-04-03,20240403,15,SuperChampion Raanana,Raanana,Central,Supermarket,1166,13750.10,1007.93,12742.17,9103.44,3638.73,28.56,296,24,43.05
2024-04-03,20240403,16,SuperChampion Petah Tikva,Petah Tikva,Central,Hypermarket,2502,30406.80,2124.83,28281.97,20064.04,8217.93,29.06,676,29,41.84
2024-04-03,20240403,17,SuperChampion Rishon LeZion,Rishon LeZion,Central,Hypermarket,2551,34414.20,2167.39,32246.81,22456.78,9790.03,30.36,738,31,43.69
2024-04-03,20240403,18,SuperChampion Rehovot,Rehovot,Central,Supermarket,1025,14205.80,1041.66,13164.14,9264.09,3900.05,29.63,270,28,48.76
2024-04-03,20240403,19,SuperChampion Ashdod,Ashdod,Southern,Hypermarket,2733,31673.90,1874.57,29799.33,20345.83,9453.50,31.72,781,25,38.16
2024-04-03,20240403,20,SuperChampion Beer Sheva,Beer Sheva,Southern,Hypermarket,1987,28780.50,1651.24,27129.26,18578.17,8551.09,31.52,540,24,50.24
2024-04-03,20240403,21,SuperChampion Eilat,Eilat,Southern,Supermarket,813,9336.70,522.65,8814.05,6302.22,2511.83,28.50,240,21,36.73
2024-04-03,20240403,22,SuperChampion Nazareth,Nazareth,Northern,Supermarket,1092,13068.80,811.88,12256.92,8807.98,3448.94,28.14,312,26,39.29
2024-04-03,20240403,23,SuperChampion Tiberias,Tiberias,Northern,Supermarket,925,13096.10,849.40,12246.70,8641.63,3605.07,29.44,258,26,47.47
2024-04-03,20240403,24,SuperChampion Afula,Afula,Northern,Supermarket,814,9557.20,480.56,9076.64,6219.68,2856.96,31.48,217,21,41.83
2024-04-04,20240404,1,SuperChampion Dizengoff,Tel Aviv,Tel Aviv,Express,431,6117.30,369.84,5747.46,3898.98,1848.48,32.16,124,27,46.35
2024-04-04,20240404,2,SuperChampion Ramat Aviv,Tel Aviv,Tel Aviv,Supermarket,692,8425.70,526.14,7899.56,5349.68,2549.88,32.28,187,17,42.24
2024-04-04,20240404,3,SuperChampion Ayalon,Ramat Gan,Tel Aviv,Hypermarket,2421,25771.30,1582.66,24188.64,17039.36,7149.28,29.56,602,24,40.18
2024-04-04,20240404,4,SuperChampion Givatayim,Givatayim,Tel Aviv,Supermarket,1214,13000.70,806.32,12194.38,8740.53,3453.85,28.32,312,29,39.08
2024-04-04,20240404,5,SuperChampion Holon,Holon,Tel Aviv,Supermarket,1131,13102.20,808.38,12293.82,8799.05,3494.77,28.43,332,28,37.03
2024-04-04,20240404,6,SuperChampion Bat Yam,Bat Yam,Tel Aviv,Supermarket,963,13786.10,717.77,13068.33,9041.14,4027.19,30.82,281,27,46.51
2024-04-04,20240404,7,SuperChampion Malha,Jerusalem,Jerusalem,Hypermarket,2235,31898.70,1861.45,30037.25,21405.30,8631.95,28.74,596,24,50.40
2024-04-04,20240404,8,SuperChampion Talpiot,Jerusalem,Jerusalem,Supermarket,1222,13838.40,838.36,13000.04,9058.25,3941.79,30.32,337,29,38.58
2024-04-04,20240404,9,SuperChampion Givat Shaul,Jerusalem,Jerusalem,Supermarket,1101,13868.60,1049.62,12818.98,9161.02,3657.96,28.54,314,29,40.82
2024-04-04,20240404,10,SuperChampion Grand Canyon,Haifa,Haifa,Hypermarket,2345,28793.30,1943.52,26849.78,19522.95,7326.83,27.29,664,25,40.44
2024-04-04,20240404,11,SuperChampion Hadar,Haifa,Haifa,Supermarket,1199,16136.70,856.35,15280.35,10745.27,4535.08,29.68,299,24,51.10
2024-04-04,20240404,12,SuperChampion Krayot,Kiryat Bialik,Haifa,Supermarket,1217,14459.50,742.36,13717.14,9609.61,4107.53,29.94,324,28,42.34
2024-04-04,20240404,13,SuperChampion Ir Yamim,Netanya,Central,Supermarket,1196,16872.00,771.05,16100.95,10997.58,5103.37,31.70,337,29,47.78
2024-04-04,20240404,14,SuperChampion Kfar Saba,Kfar Saba,Central,Supermarket,1062,16558.60,1012.15,15546.45,10937.42,4609.03,29.65,339,27,45.86
2024-04-04,20240404,15,SuperChampion Raanana,Raanana,Central,Supermarket,1235,17393.40,1140.06,16253.34,11610.72,4642.62,28.56,376,31,43.23
2024-04-04,20240404,16,SuperChampion Petah Tikva,Petah Tikva,Central,Hypermarket,2509,35906.70,1764.60,34142.10,23882.12,10259.98,30.05,723,25,47.22
2024-04-04,20240404,17,SuperChampion Rishon LeZion,Rishon LeZion,Central,Hypermarket,2496,27810.00,1995.06,25814.94,18423.09,7391.85,28.63,712,27,36.26
2024-04-04,20240404,18,SuperChampion Rehovot,Rehovot,Central,Supermarket,1206,12824.60,835.83,11988.77,8789.52,3199.25,26.69,357,26,33.58
2024-04-04,20240404,19,SuperChampion Ashdod,Ashdod,Southern,Hypermarket,2768,31877.80,2485.86,29391.94,21187.34,8204.60,27.91,821,29,35.80
2024-04-04,20240404,20,SuperChampion Beer Sheva,Beer Sheva,Southern,Hypermarket,3015,35655.90,2200.36,33455.54,23856.60,9598.94,28.69,772,32,43.34
2024-04-04,20240404,21,SuperChampion Eilat,Eilat,Southern,Supermarket,1137,13945.30,889.12,13056.18,9389.68,3666.50,28.08,302,32,43.23
2024-04-04,20240404,22,SuperChampion Nazareth,Nazareth,Northern,Supermarket,1132,12666.90,795.04,11871.86,8338.07,3533.79,29.77,318,28,37.33
2024-04-04,20240404,23,SuperChampion Tiberias,Tiberias,Northern,Supermarket,1375,17411.10,1144.60,16266.50,11503.29,4763.21,29.28,431,32,37.74
2024-04-04,20240404,24,SuperChampion Afula,Afula,Northern,Supermarket,1241,14478.30,739.32,13738.98,9614.44,4124.54,30.02,403,29,34.09
2024-04-05,20240405,1,SuperChampion Dizengoff,Tel Aviv,Tel Aviv,Express,613,7862.70,486.88,7375.82,5163.28,2212.54,30.00,177,21,41.67
2024-04-05,20240405,2,SuperChampion Ramat Aviv,Tel Aviv,Tel Aviv,Supermarket,1415,18542.50,1220.83,17321.67,12614.74,4706.93,27.17,432,21,40.10
2024-04-05,20240405,3,SuperChampion Ayalon,Ramat Gan,Tel Aviv,Hypermarket,4091,58233.00,3377.30,54855.70,38648.42,16207.28,29.55,1261,26,43.50
2024-04-05,20240405,4,SuperChampion Givatayim,Givatayim,Tel Aviv,Supermarket,1538,21827.80,1828.72,19999.08,14331.61,5667.47,28.34,435,23,45.97
2024-04-05,20240405,5,SuperChampion Holon,Holon,Tel Aviv,Supermarket,2269,30324.90,1854.66,28470.24,19996.15,8474.09,29.76,707,31,40.27
2024-04-05,20240405,6,SuperChampion Bat Yam,Bat Yam,Tel Aviv,Supermarket,1484,18485.20,1199.19,17286.01,12338.65,4947.36,28.62,391,23,44.21
2024-04-05,20240405,7,SuperChampion Malha,Jerusalem,Jerusalem,Hypermarket,5303,66764.00,3172.83,63591.17,44710.66,18880.51,29.69,1372,33,46.35
2024-04-05,20240405,8,SuperChampion Talpiot,Jerusalem,Jerusalem,Supermarket,1179,17250.10,832.51,16417.59,11303.28,5114.31,31.15,323,19,50.83
2024-04-05,20240405,9,SuperChampion Givat Shaul,Jerusalem,Jerusalem,Supermarket,2050,29534.60,2070.24,27464.36,19535.92,7928.44,28.87,609,29,45.10
2024-04-05,20240405,10,SuperChampion Grand Canyon,Haifa,Haifa,Hypermarket,5198,61370.50,3725.41,57645.09,40385.78,17259.31,29.94,1469,29,39.24
2024-04-05,20240405,11,SuperChampion Hadar,Haifa,Haifa,Supermarket,2052,26447.00,1696.10,24750.90,17594.78,7156.12,28.91,613,33,40.38
2024-04-05,20240405,12,SuperChampion Krayot,Kiryat Bialik,Haifa,Supermarket,2198,26559.30,1523.04,25036.26,17719.61,7316.65,29.22,601,29,41.66
2024-04-05,20240405,13,SuperChampion Ir Yamim,Netanya,Central,Supermarket,1808,24894.60,1425.08,23469.52,16255.13,7214.39,30.74,550,32,42.67
2024-04-05,20240405,14,SuperChampion Kfar Saba,Kfar Saba,Central,Supermarket,1613,22593.70,1155.92,21437.78,15050.73,6387.05,29.79,408,23,52.54
2024-04-05,20240405,15,SuperChampion Raanana,Raanana,Central,Supermarket,1524,18795.60,1318.98,17476.62,12815.69,4660.93,26.67,422,26,41.41
2024-04-05,20240405,16,SuperChampion Petah Tikva,Petah Tikva,Central,Hypermarket,3771,50919.70,2755.43,48164.27,32793.45,15370.82,31.91,1046,25,46.05
2024-04-05,20240405,17,SuperChampion Rishon LeZion,Rishon LeZion,Central,Hypermarket,4459,51134.90,3517.17,47617.73,33987.10,13630.63,28.63,1162,25,40.98
2024-04-05,20240405,18,SuperChampion Rehovot,Rehovot,Central,Supermarket,2504,27743.30,1342.58,26400.72,18792.35,7608.37,28.82,726,34,36.36
2024-04-05,20240405,19,SuperChampion Ashdod,Ashdod,Southern,Hypermarket,4145,51002.90,2994.41,48008.49,33193.24,14815.25,30.86,1262,27,38.04
2024-04-05,20240405,20,SuperChampion Beer Sheva,Beer Sheva,Southern,Hypermarket,4265,50890.30,2771.23,48119.07,33465.37,14653.70,30.45,1223,29,39.35
2024-04-05,20240405,21,SuperChampion Eilat,Eilat,Southern,Supermarket,1611,22628.70,1742.64,20886.06,14618.69,6267.37,30.01,494,23,42.28
2024-04-05,20240405,22,SuperChampion Nazareth,Nazareth,Northern,Supermarket,1666,26750.00,1517.52,25232.48,17847.83,7384.65,29.27,458,28,55.09
2024-04-05,20240405,23,SuperChampion Tiberias,Tiberias,Northern,Supermarket,2247,26887.70,1405.53,25482.17,17597.67,7884.50,30.94,672,29,37.92
2024-04-05,20240405,24,SuperChampion Afula,Afula,Northern,Supermarket,1649,22161.30,1475.22,20686.08,14353.35,6332.73,30.61,464,24,44.58
2024-04-06,20240406,1,SuperChampion Dizengoff,Tel Aviv,Tel Aviv,Express,264,3406.80,223.87,3182.93,2202.84,980.09,30.79,91,31,34.98
2024-04-06,20240406,2,SuperChampion Ramat Aviv,Tel Aviv,Tel Aviv,Supermarket,440,5415.00,315.31,5099.69,3506.88,1592.81,31.23,123,26,41.46
2024-04-06,20240406,10,SuperChampion Grand Canyon,Haifa,Haifa,Hypermarket,962,13830.80,872.64,12958.16,9018.86,3939.30,30.40,285,24,45.47
2024-04-06,20240406,11,SuperChampion Hadar,Haifa,Haifa,Supermarket,554,6681.40,376.45,6304.95,4383.01,1921.94,30.48,156,25,40.42
2024-04-06,20240406,21,SuperChampion Eilat,Eilat,Southern,Supermarket,459,5551.90,274.31,5277.59,3741.08,1536.51,29.11,124,23,42.56
2024-04-06,20240406,23,SuperChampion Tiberias,Tiberias,Northern,Supermarket,420,7121.80,497.07,6624.73,4619.12,2005.61,30.27,123,25,53.86
2024-04-07,20240407,1,SuperChampion Dizengoff,Tel Aviv,Tel Aviv,Express,471,6193.50,347.61,5845.89,4183.41,1662.48,28.44,143,23,40.88
2024-04-07,20240407,2,SuperChampion Ramat Aviv,Tel Aviv,Tel Aviv,Supermarket,1329,19442.40,1042.95,18399.45,12784.24,5615.21,30.52,368,28,50.00
2024-04-07,20240407,3,SuperChampion Ayalon,Ramat Gan,Tel Aviv,Hypermarket,3841,43162.50,2633.88,40528.62,28745.13,11783.49,29.07,1039,31,39.01
2024-04-07,20240407,4,SuperChampion Givatayim,Givatayim,Tel Aviv,Supermarket,1156,16806.80,1095.59,15711.21,11273.29,4437.92,28.25,357,29,44.01
2024-04-07,20240407,5,SuperChampion Holon,Holon,Tel Aviv,Supermarket,1131,14314.30,791.94,13522.36,9353.35,4169.01,30.83,367,24,36.85
2024-04-07,20240407,6,SuperChampion Bat Yam,Bat Yam,Tel Aviv,Supermarket,1273,18943.20,1021.33,17921.87,12384.38,5537.49,30.90,430,30,41.68
2024-04-07,20240407,7,SuperChampion Malha,Jerusalem,Jerusalem,Hypermarket,3428,40640.40,2686.96,37953.44,26809.15,11144.29,29.36,917,27,41.39
2024-04-07,20240407,8,SuperChampion Talpiot,Jerusalem,Jerusalem,Supermarket,1176,20162.60,1016.87,19145.73,13260.03,5885.70,30.74,389,29,49.22
2024-04-07,20240407,9,SuperChampion Givat Shaul,Jerusalem,Jerusalem,Supermarket,1268,18829.40,1376.09,17453.31,12397.00,5056.31,28.97,341,27,51.18
2024-04-07,20240407,10,SuperChampion Grand Canyon,Haifa,Haifa,Hypermarket,4245,51209.60,3373.32,47836.28,34178.08,13658.20,28.55,1178,33,40.61
2024-04-07,20240407,11,SuperChampion Hadar,Haifa,Haifa,Supermarket,1227,18445.50,1051.99,17393.51,12246.81,5146.70,29.59,320,28,54.35
2024-04-07,20240407,12,SuperChampion Krayot,Kiryat Bialik,Haifa,Supermarket,1243,16778.20,996.35,15781.85,10953.66,4828.19,30.59,331,25,47.68
2024-04-07,20240407,13,SuperChampion Ir Yamim,Netanya,Central,Supermarket,1331,18043.00,1025.71,17017.29,11894.58,5122.71,30.10,350,31,48.62
2024-04-07,20240407,14,SuperChampion Kfar Saba,Kfar Saba,Central,Supermarket,1032,10184.10,769.30,9414.80,6925.71,2489.09,26.44,276,21,34.11
2024-04-07,20240407,15,SuperChampion Raanana,Raanana,Central,Supermarket,1214,17003.80,1245.44,15758.36,11129.41,4628.95,29.37,348,26,45.28
2024-04-07,20240407,16,SuperChampion Petah Tikva,Petah Tikva,Central,Hypermarket,2261,30502.90,1775.84,28727.06,20137.10,8589.96,29.90,606,22,47.40
2024-04-07,20240407,17,SuperChampion Rishon LeZion,Rishon LeZion,Central,Hypermarket,2434,34360.00,2370.17,31989.83,22897.43,9092.40,28.42,710,27,45.06
2024-04-07,20240407,18,SuperChampion Rehovot,Rehovot,Central,Supermarket,1441,17751.70,1113.12,16638.58,11955.73,4682.85,28.14,358,30,46.48
2024-04-07,20240407,19,SuperChampion Ashdod,Ashdod,Southern,Hypermarket,3327,48959.30,2756.19,46203.11,31891.22,14311.89,30.98,1107,30,41.74
2024-04-07,20240407,20,SuperChampion Beer Sheva,Beer Sheva,Southern,Hypermarket,3157,32822.10,2111.82,30710.28,21998.02,8712.26,28.37,790,23,38.87
2024-04-07,20240407,21,SuperChampion Eilat,Eilat,Southern,Supermarket,913,13289.70,650.21,12639.49,8797.64,3841.85,30.40,277,23,45.63
2024-04-07,20240407,22,SuperChampion Nazareth,Nazareth,Northern,Supermarket,1468,15135.30,933.90,14201.40,10075.68,4125.72,29.05,463,24,30.67
2024-04-07,20240407,23,SuperChampion Tiberias,Tiberias,Northern,Supermarket,1503,18867.10,1246.04,17621.06,12622.68,4998.38,28.37,395,34,44.61
2024-04-07,20240407,24,SuperChampion Afula,Afula,Northern,Supermarket,1300,14659.40,814.65,13844.75,9917.40,3927.35,28.37,379,26,36.53
2024-04-08,20240408,1,SuperChampion Dizengoff,Tel Aviv,Tel Aviv,Express,511,6813.90,302.99,6510.91,4547.69,1963.22,30.15,142,28,45.85
2024-04-08,20240408,2,SuperChampion Ramat Aviv,Tel Aviv,Tel Aviv,Supermarket,1087,12061.30,578.16,11483.14,8060.59,3422.55,29.81,317,29,36.22
