year,month,store_key,store_name,district,total_hours,overtime_hours,labor_cost,headcount,avg_hourly_cost
2025,1,13,SuperChampion Ir Yamim,Central,2749.5,1453.1,124616.30,14,45.32
2025,2,13,SuperChampion Ir Yamim,Central,2364.3,1194.1,107330.76,14,45.40
2025,3,13,SuperChampion Ir Yamim,Central,2604.1,1396.7,118332.76,14,45.44
2025,4,13,SuperChampion Ir Yamim,Central,2561.3,1362.2,116137.16,14,45.34
2025,5,13,SuperChampion Ir Yamim,Central,2432.3,1177.9,110415.66,14,45.40
2025,6,13,SuperChampion Ir Yamim,Central,2633.8,1391.7,119623.41,14,45.42
2025,7,13,SuperChampion Ir Yamim,Central,2774.7,1304.3,125835.87,14,45.35
2025,8,13,SuperChampion Ir Yamim,Central,2490.7,1312.3,112961.96,14,45.35
2025,9,13,SuperChampion Ir Yamim,Central,2593.9,1388.7,117657.21,14,45.36
2025,10,13,SuperChampion Ir Yamim,Central,2269.4,1282.8,103014.09,14,45.39
2025,11,13,SuperChampion Ir Yamim,Central,2629.7,1293.8,119509.46,14,45.45
2025,12,13,SuperChampion Ir Yamim,Central,2606.7,1470.9,118412.00,14,45.43
2024,1,14,SuperChampion Kfar Saba,Central,1960.5,1160.9,92724.25,10,47.30
2024,2,14,SuperChampion Kfar Saba,Central,1728.3,859.4,81980.70,10,47.43
2024,3,14,SuperChampion Kfar Saba,Central,1804.1,842.1,85466.69,10,47.37
2024,4,14,SuperChampion Kfar Saba,Central,1807.8,934.0,85773.11,10,47.45
2024,5,14,SuperChampion Kfar Saba,Central,1841.6,980.9,87205.79,10,47.35
2024,6,14,SuperChampion Kfar Saba,Central,1732.2,736.9,82271.23,10,47.50
2024,7,14,SuperChampion Kfar Saba,Central,1885.0,1017.3,89306.13,10,47.38
2024,8,14,SuperChampion Kfar Saba,Central,1723.4,852.3,81594.24,10,47.34
2024,9,14,SuperChampion Kfar Saba,Central,1888.8,1013.8,89142.85,11,47.20
2024,10,14,SuperChampion Kfar Saba,Central,1979.3,1032.5,91760.40,12,46.36
2024,11,14,SuperChampion Kfar Saba,Central,2017.2,1099.2,93594.90,12,46.40
2024,12,14,SuperChampion Kfar Saba,Central,2334.6,1162.0,108256.01,12,46.37
2025,1,14,SuperChampion Kfar Saba,Central,2265.9,1109.9,105184.09,12,46.42
2025,2,14,SuperChampion Kfar Saba,Central,1949.5,934.3,90350.47,12,46.35
2025,3,14,SuperChampion Kfar Saba,Central,2154.4,1105.2,99878.40,12,46.36
2025,4,14,SuperChampion Kfar Saba,Central,2117.5,1098.5,98141.13,12,46.35
2025,5,14,SuperChampion Kfar Saba,Central,2023.5,1093.0,93921.91,12,46.42
2025,6,14,SuperChampion Kfar Saba,Central,2179.5,1126.7,101036.72,12,46.36
2025,7,14,SuperChampion Kfar Saba,Central,2306.0,1169.5,106940.82,12,46.38
2025,8,14,SuperChampion Kfar Saba,Central,2046.7,977.3,94906.08,12,46.37
2025,9,14,SuperChampion Kfar Saba,Central,2133.2,996.8,98992.26,12,46.41
2025,10,14,SuperChampion Kfar Saba,Central,1870.8,989.4,86837.00,12,46.42
2025,11,14,SuperChampion Kfar Saba,Central,2166.3,1029.6,100477.08,12,46.38
2025,12,14,SuperChampion Kfar Saba,Central,2152.1,1150.1,99655.09,12,46.31
2024,1,15,SuperChampion Raanana,Central,1239.2,573.3,55915.87,7,45.12
2024,2,15,SuperChampion Raanana,Central,1213.8,620.5,53979.83,7,44.47
2024,3,15,SuperChampion Raanana,Central,1265.8,602.0,56202.31,7,44.40
2024,4,15,SuperChampion Raanana,Central,1274.0,722.3,56570.27,7,44.40
2024,5,15,SuperChampion Raanana,Central,1286.9,587.8,57108.34,7,44.38
2024,6,15,SuperChampion Raanana,Central,1236.2,638.4,55037.68,7,44.52
2024,7,15,SuperChampion Raanana,Central,1330.7,740.1,59283.00,7,44.55
2024,8,15,SuperChampion Raanana,Central,1472.0,758.4,64319.20,9,43.70
2024,9,15,SuperChampion Raanana,Central,1706.1,812.9,74003.52,9,43.38
2024,10,15,SuperChampion Raanana,Central,1751.6,898.5,77161.00,10,44.05
2024,11,15,SuperChampion Raanana,Central,1755.5,910.0,77132.63,10,43.94
2024,12,15,SuperChampion Raanana,Central,2026.7,1063.7,89180.54,10,44.00
2025,1,15,SuperChampion Raanana,Central,1959.4,922.7,86201.64,10,43.99
2025,2,15,SuperChampion Raanana,Central,1703.3,965.7,75008.74,10,44.04
2025,3,15,SuperChampion Raanana,Central,1865.5,1030.1,81891.02,10,43.90
2025,4,15,SuperChampion Raanana,Central,1822.4,828.4,80091.73,10,43.95
2025,5,15,SuperChampion Raanana,Central,1756.4,968.6,77169.25,10,43.94
2025,6,15,SuperChampion Raanana,Central,1874.2,895.5,82339.62,10,43.93
2025,7,15,SuperChampion Raanana,Central,1995.7,1018.6,87690.41,10,43.94
2025,8,15,SuperChampion Raanana,Central,1775.1,893.2,78128.04,10,44.01
2025,9,15,SuperChampion Raanana,Central,1857.0,1002.8,81687.16,10,43.99
2025,10,15,SuperChampion Raanana,Central,1625.0,845.0,71606.91,10,44.07
2025,11,15,SuperChampion Raanana,Central,1891.0,997.1,83091.77,10,43.94
2025,12,15,SuperChampion Raanana,Central,1856.1,912.8,81750.63,10,44.04
2024,1,16,SuperChampion Petah Tikva,Central,1638.1,904.4,75546.61,8,46.12
2024,2,16,SuperChampion Petah Tikva,Central,1465.1,787.1,67706.70,8,46.21
2024,3,16,SuperChampion Petah Tikva,Central,1524.9,884.8,70209.60,8,46.04
2024,4,16,SuperChampion Petah Tikva,Central,1527.3,820.7,70245.34,9,45.99
2024,5,16,SuperChampion Petah Tikva,Central,1685.2,828.1,76962.79,9,45.67
2024,6,16,SuperChampion Petah Tikva,Central,1823.6,1096.7,83276.09,10,45.67
2024,7,16,SuperChampion Petah Tikva,Central,1939.1,1011.8,88490.49,10,45.63
2024,8,16,SuperChampion Petah Tikva,Central,1786.6,970.7,81463.53,10,45.60
2024,9,16,SuperChampion Petah Tikva,Central,2046.5,1172.6,94128.23,11,45.99
2024,10,16,SuperChampion Petah Tikva,Central,1930.4,1002.4,89258.43,11,46.24
2024,11,16,SuperChampion Petah Tikva,Central,1935.1,1002.0,89736.24,11,46.37
2024,12,16,SuperChampion Petah Tikva,Central,2239.6,1183.5,103624.63,11,46.27
2025,1,16,SuperChampion Petah Tikva,Central,2179.0,1083.8,100751.06,11,46.24
2025,2,16,SuperChampion Petah Tikva,Central,1884.8,1045.4,87174.12,11,46.25
2025,3,16,SuperChampion Petah Tikva,Central,2065.7,1131.3,95526.17,11,46.24
2025,4,16,SuperChampion Petah Tikva,Central,2020.4,997.3,93569.73,11,46.31
2025,5,16,SuperChampion Petah Tikva,Central,1930.2,940.1,89292.95,11,46.26
2025,6,16,SuperChampion Petah Tikva,Central,2076.1,952.7,96149.46,11,46.31
2025,7,16,SuperChampion Petah Tikva,Central,2207.7,1180.4,102128.83,11,46.26
2025,8,16,SuperChampion Petah Tikva,Central,1961.1,936.6,90725.14,11,46.26
2025,9,16,SuperChampion Petah Tikva,Central,2054.4,1067.7,95100.71,11,46.29
2025,10,16,SuperChampion Petah Tikva,Central,1790.0,982.6,82805.79,11,46.26
2025,11,16,SuperChampion Petah Tikva,Central,2075.5,977.3,95926.90,11,46.22
2025,12,16,SuperChampion Petah Tikva,Central,2070.6,1117.7,95935.21,11,46.33
2024,1,17,SuperChampion Rishon LeZion,Central,936.9,425.1,40402.26,5,43.12
2024,2,17,SuperChampion Rishon LeZion,Central,847.9,507.3,36548.40,5,43.10
2024,3,17,SuperChampion Rishon LeZion,Central,873.9,399.0,37598.77,5,43.02
2024,4,17,SuperChampion Rishon LeZion,Central,875.1,433.6,37710.94,5,43.09
2024,5,17,SuperChampion Rishon LeZion,Central,894.8,502.6,38512.25,5,43.04
2024,6,17,SuperChampion Rishon LeZion,Central,1007.0,573.8,42626.72,6,42.33
2024,7,17,SuperChampion Rishon LeZion,Central,1254.7,715.2,58186.77,7,46.38
2024,8,17,SuperChampion Rishon LeZion,Central,1213.6,635.4,58812.94,7,48.46
2024,9,17,SuperChampion Rishon LeZion,Central,1302.6,664.4,63264.96,7,48.57
2024,10,17,SuperChampion Rishon LeZion,Central,1197.1,611.4,57862.77,7,48.34
2024,11,17,SuperChampion Rishon LeZion,Central,1186.9,518.2,57432.43,7,48.39
2024,12,17,SuperChampion Rishon LeZion,Central,1616.4,875.4,75885.99,9,46.95
2025,1,17,SuperChampion Rishon LeZion,Central,1756.8,881.5,83854.70,9,47.73
2025,2,17,SuperChampion Rishon LeZion,Central,1525.1,807.4,72928.49,9,47.82
2025,3,17,SuperChampion Rishon LeZion,Central,1669.5,916.5,79538.21,9,47.64
2025,4,17,SuperChampion Rishon LeZion,Central,1637.3,797.8,78107.28,9,47.70
2025,5,17,SuperChampion Rishon LeZion,Central,1805.3,1018.4,84589.98,11,46.86
2025,6,17,SuperChampion Rishon LeZion,Central,2090.0,1036.6,97310.70,11,46.56
2025,7,17,SuperChampion Rishon LeZion,Central,2214.0,1181.8,103050.05,11,46.54
2025,8,17,SuperChampion Rishon LeZion,Central,1976.5,1099.7,92008.66,11,46.55
2025,9,17,SuperChampion Rishon LeZion,Central,2058.4,1140.9,95847.05,11,46.56
2025,10,17,SuperChampion Rishon LeZion,Central,1787.8,927.5,83273.32,11,46.58
2025,11,17,SuperChampion Rishon LeZion,Central,2092.4,1118.9,97416.71,11,46.56
2025,12,17,SuperChampion Rishon LeZion,Central,2060.5,1080.5,96009.22,11,46.60
2024,1,18,SuperChampion Rehovot,Central,1065.7,633.2,55039.06,5,51.65
2024,2,18,SuperChampion Rehovot,Central,944.1,486.4,48907.29,5,51.80
2024,3,18,SuperChampion Rehovot,Central,976.1,467.0,50407.84,5,51.64
2024,4,18,SuperChampion Rehovot,Central,981.6,535.1,50945.91,5,51.90
2024,5,18,SuperChampion Rehovot,Central,1114.4,557.5,55933.36,6,50.19
2024,6,18,SuperChampion Rehovot,Central,1150.1,667.7,56855.85,6,49.44
2024,7,18,SuperChampion Rehovot,Central,1246.4,733.4,61576.01,6,49.40
2024,8,18,SuperChampion Rehovot,Central,1130.4,547.7,55965.09,6,49.51
2024,9,18,SuperChampion Rehovot,Central,1213.2,611.7,60031.57,6,49.48
2024,10,18,SuperChampion Rehovot,Central,1109.2,579.5,54846.43,6,49.45
2024,11,18,SuperChampion Rehovot,Central,1129.9,703.0,55778.32,6,49.37
2024,12,18,SuperChampion Rehovot,Central,1283.8,695.5,63367.52,6,49.36
2025,1,18,SuperChampion Rehovot,Central,1242.8,563.2,61340.81,6,49.36
2025,2,18,SuperChampion Rehovot,Central,1071.4,497.5,52839.31,6,49.32
2025,3,18,SuperChampion Rehovot,Central,1191.5,628.1,58676.85,6,49.25
2025,4,18,SuperChampion Rehovot,Central,1161.4,551.1,57517.56,6,49.52
2025,5,18,SuperChampion Rehovot,Central,1116.0,546.5,55001.66,7,49.28
2025,6,18,SuperChampion Rehovot,Central,1390.4,726.0,66920.67,7,48.13
2025,7,18,SuperChampion Rehovot,Central,1484.3,791.5,71457.27,7,48.14
2025,8,18,SuperChampion Rehovot,Central,1315.6,644.7,63108.73,7,47.97
2025,9,18,SuperChampion Rehovot,Central,1371.6,684.5,65985.28,7,48.11
2025,10,18,SuperChampion Rehovot,Central,1201.0,599.9,57447.81,7,47.83
2025,11,18,SuperChampion Rehovot,Central,1396.5,642.4,67158.13,7,48.09
2025,12,18,SuperChampion Rehovot,Central,1384.5,718.1,66574.65,7,48.09
2024,1,19,SuperChampion Ashdod,Southern,1523.1,756.7,71988.59,8,47.26
2024,2,19,SuperChampion Ashdod,Southern,1429.2,754.7,66772.78,9,46.72
2024,3,19,SuperChampion Ashdod,Southern,1610.3,815.2,74315.66,9,46.15
2024,4,19,SuperChampion Ashdod,Southern,1611.5,849.8,74205.39,9,46.05
2024,5,19,SuperChampion Ashdod,Southern,1625.8,800.9,74760.92,9,45.98
2024,6,19,SuperChampion Ashdod,Southern,1561.0,722.7,71838.48,9,46.02
2024,7,19,SuperChampion Ashdod,Southern,1829.7,877.0,85441.62,11,46.70
2024,8,19,SuperChampion Ashdod,Southern,1868.9,945.2,86892.47,11,46.49
2024,9,19,SuperChampion Ashdod,Southern,2005.7,1001.2,93355.44,11,46.55
2024,10,19,SuperChampion Ashdod,Southern,1841.1,1005.9,85731.23,11,46.57
2024,11,19,SuperChampion Ashdod,Southern,1842.1,962.2,85711.12,11,46.53
2024,12,19,SuperChampion Ashdod,Southern,2129.8,1129.7,98911.57,11,46.44
2025,1,19,SuperChampion Ashdod,Southern,2069.7,1101.0,96157.98,11,46.46
2025,2,19,SuperChampion Ashdod,Southern,1779.4,907.4,82802.90,11,46.53
2025,3,19,SuperChampion Ashdod,Southern,1942.6,927.3,90341.61,11,46.51
2025,4,19,SuperChampion Ashdod,Southern,1923.5,1007.6,89294.90,11,46.42
2025,5,19,SuperChampion Ashdod,Southern,1837.6,941.9,85497.76,11,46.53
2025,6,19,SuperChampion Ashdod,Southern,1989.9,1112.3,92449.05,11,46.46
2025,7,19,SuperChampion Ashdod,Southern,2099.4,1148.0,97561.12,11,46.47
2025,8,19,SuperChampion Ashdod,Southern,1865.0,935.4,86828.75,11,46.56
2025,9,19,SuperChampion Ashdod,Southern,1949.9,960.0,90539.66,11,46.43
2025,10,19,SuperChampion Ashdod,Southern,1692.1,845.2,78694.56,11,46.51
2025,11,19,SuperChampion Ashdod,Southern,1976.0,1005.5,91819.59,11,46.47
2025,12,19,SuperChampion Ashdod,Southern,1944.3,943.6,90442.18,11,46.52
2024,1,20,SuperChampion Beer Sheva,Southern,1573.4,763.8,71591.15,8,45.50
2024,2,20,SuperChampion Beer Sheva,Southern,1405.2,743.9,63927.06,8,45.49
2024,3,20,SuperChampion Beer Sheva,Southern,1461.6,708.3,66379.64,8,45.42
2024,4,20,SuperChampion Beer Sheva,Southern,1460.9,736.1,66223.72,8,45.33
2024,5,20,SuperChampion Beer Sheva,Southern,1499.2,852.2,68030.70,8,45.38
2024,6,20,SuperChampion Beer Sheva,Southern,1408.5,638.1,64140.17,8,45.54
2024,7,20,SuperChampion Beer Sheva,Southern,1532.8,792.1,69799.73,8,45.54
2024,8,20,SuperChampion Beer Sheva,Southern,1401.8,697.5,63721.49,8,45.46
2024,9,20,SuperChampion Beer Sheva,Southern,1505.2,763.4,68488.61,8,45.50
2024,10,20,SuperChampion Beer Sheva,Southern,1564.8,798.8,69463.19,10,44.39
2024,11,20,SuperChampion Beer Sheva,Southern,1704.3,879.2,74586.63,10,43.76
2024,12,20,SuperChampion Beer Sheva,Southern,1972.5,1095.2,86145.27,10,43.67
2025,1,20,SuperChampion Beer Sheva,Southern,1908.8,973.0,83389.50,10,43.69
2025,2,20,SuperChampion Beer Sheva,Southern,1656.3,895.4,72556.09,10,43.81
2025,3,20,SuperChampion Beer Sheva,Southern,1874.2,975.9,81884.96,11,43.69
2025,4,20,SuperChampion Beer Sheva,Southern,1986.9,1153.5,86895.21,11,43.73
2025,5,20,SuperChampion Beer Sheva,Southern,1893.9,1045.5,82747.73,11,43.69
2025,6,20,SuperChampion Beer Sheva,Southern,2036.0,1082.9,88928.40,11,43.68
2025,7,20,SuperChampion Beer Sheva,Southern,2136.1,972.8,93458.96,11,43.75
2025,8,20,SuperChampion Beer Sheva,Southern,1910.2,960.4,83536.24,11,43.73
2025,9,20,SuperChampion Beer Sheva,Southern,2004.2,999.4,87714.03,11,43.77
2025,10,20,SuperChampion Beer Sheva,Southern,1747.2,890.9,76291.06,11,43.66
2025,11,20,SuperChampion Beer Sheva,Southern,2037.2,1071.5,88951.96,11,43.66
2025,12,20,SuperChampion Beer Sheva,Southern,2010.9,1070.5,87757.14,11,43.64
2024,1,21,SuperChampion Eilat,Southern,1353.2,625.6,52708.84,7,38.95
2024,2,21,SuperChampion Eilat,Southern,1212.4,613.6,47268.09,7,38.99
2024,3,21,SuperChampion Eilat,Southern,1356.3,733.6,52803.39,8,38.93
2024,4,21,SuperChampion Eilat,Southern,1409.1,662.5,54904.06,8,38.96
2024,5,21,SuperChampion Eilat,Southern,1480.0,810.5,57546.32,9,38.88
2024,6,21,SuperChampion Eilat,Southern,1578.1,930.5,61103.86,9,38.72
2024,7,21,SuperChampion Eilat,Southern,1680.8,839.5,65062.17,9,38.71
2024,8,21,SuperChampion Eilat,Southern,1538.6,805.5,59537.10,9,38.70
2024,9,21,SuperChampion Eilat,Southern,1663.6,917.2,64406.59,9,38.72
2024,10,21,SuperChampion Eilat,Southern,1523.3,813.7,58985.07,9,38.72
2024,11,21,SuperChampion Eilat,Southern,1515.8,726.0,58666.06,9,38.70
2024,12,21,SuperChampion Eilat,Southern,1762.2,963.2,68246.74,9,38.73
2025,1,21,SuperChampion Eilat,Southern,1845.0,918.7,74051.58,10,40.14
2025,2,21,SuperChampion Eilat,Southern,1743.2,875.9,71883.86,11,41.24
2025,3,21,SuperChampion Eilat,Southern,1960.3,1080.8,81244.66,11,41.45
2025,4,21,SuperChampion Eilat,Southern,1916.0,971.0,79285.01,11,41.38
2025,5,21,SuperChampion Eilat,Southern,1821.9,800.6,75489.06,11,41.43
2025,6,21,SuperChampion Eilat,Southern,1988.5,1085.1,82365.12,11,41.42
2025,7,21,SuperChampion Eilat,Southern,2099.7,1166.6,86933.73,11,41.40
2025,8,21,SuperChampion Eilat,Southern,1880.4,1111.4,77857.45,11,41.40
2025,9,21,SuperChampion Eilat,Southern,1960.2,1045.9,81162.38,11,41.41
2025,10,21,SuperChampion Eilat,Southern,1682.0,832.6,69689.09,11,41.43
2025,11,21,SuperChampion Eilat,Southern,1988.9,1072.7,82297.15,11,41.38
2025,12,21,SuperChampion Eilat,Southern,1948.9,914.6,80737.37,11,41.43
2024,1,22,SuperChampion Nazareth,Northern,944.5,504.0,35348.69,6,37.43
2024,2,22,SuperChampion Nazareth,Northern,1179.1,572.6,47928.61,7,40.65
2024,3,22,SuperChampion Nazareth,Northern,1425.3,764.6,63021.79,8,44.22
2024,4,22,SuperChampion Nazareth,Northern,1508.7,725.5,70465.09,8,46.71
2024,5,22,SuperChampion Nazareth,Northern,1543.9,815.6,72183.94,8,46.75
2024,6,22,SuperChampion Nazareth,Northern,1585.3,857.0,73272.28,9,46.22
2024,7,22,SuperChampion Nazareth,Northern,1750.4,1013.4,80912.02,9,46.22
2024,8,22,SuperChampion Nazareth,Northern,1614.3,804.9,74340.47,10,46.05
2024,9,22,SuperChampion Nazareth,Northern,1864.3,997.8,84955.75,10,45.57
2024,10,22,SuperChampion Nazareth,Northern,1749.7,945.4,79262.34,11,45.30
2024,11,22,SuperChampion Nazareth,Northern,1899.3,1103.5,85195.41,11,44.86
2024,12,22,SuperChampion Nazareth,Northern,2176.9,1125.3,97317.75,11,44.70
2025,1,22,SuperChampion Nazareth,Northern,2110.4,988.1,94274.06,11,44.67
2025,2,22,SuperChampion Nazareth,Northern,1828.2,868.3,81833.72,11,44.76
2025,3,22,SuperChampion Nazareth,Northern,2012.8,1035.0,90190.30,11,44.81
2025,4,22,SuperChampion Nazareth,Northern,2075.7,939.5,91962.28,12,44.30
2025,5,22,SuperChampion Nazareth,Northern,2079.9,1143.9,91478.91,12,43.98
2025,6,22,SuperChampion Nazareth,Northern,2225.7,1105.4,97950.30,12,44.01
2025,7,22,SuperChampion Nazareth,Northern,2369.2,1250.8,104201.50,12,43.98
2025,8,22,SuperChampion Nazareth,Northern,2105.7,1034.4,92778.67,12,44.06
2025,9,22,SuperChampion Nazareth,Northern,2201.6,1159.8,96933.63,12,44.03
2025,10,22,SuperChampion Nazareth,Northern,1907.1,977.0,84066.70,12,44.08
2025,11,22,SuperChampion Nazareth,Northern,2243.2,1199.8,98733.57,12,44.01
2025,12,22,SuperChampion Nazareth,Northern,2187.6,1001.3,96293.24,12,44.02
2024,1,23,SuperChampion Tiberias,Northern,1828.6,944.2,81670.08,10,44.66
2024,2,23,SuperChampion Tiberias,Northern,1630.6,900.5,72887.69,10,44.70
2024,3,23,SuperChampion Tiberias,Northern,1706.1,865.5,75994.02,10,44.54
2024,4,23,SuperChampion Tiberias,Northern,1709.9,914.6,76101.21,10,44.51
2024,5,23,SuperChampion Tiberias,Northern,1985.5,973.9,87161.74,12,43.90
2024,6,23,SuperChampion Tiberias,Northern,1996.8,1054.3,87051.87,12,43.60
2024,7,23,SuperChampion Tiberias,Northern,2136.7,1162.9,93375.72,12,43.70
2024,8,23,SuperChampion Tiberias,Northern,1946.6,990.9,85094.62,12,43.71
2024,9,23,SuperChampion Tiberias,Northern,2101.3,1032.5,91567.61,12,43.58
2024,10,23,SuperChampion Tiberias,Northern,1925.2,1043.0,84030.20,12,43.65
2024,11,23,SuperChampion Tiberias,Northern,1913.0,961.8,83525.56,12,43.66
2024,12,23,SuperChampion Tiberias,Northern,2229.5,1128.2,97204.43,12,43.60
2025,1,23,SuperChampion Tiberias,Northern,2198.0,1286.4,95818.29,13,43.59
2025,2,23,SuperChampion Tiberias,Northern,1995.3,1034.7,85910.32,13,43.06
2025,3,23,SuperChampion Tiberias,Northern,2181.1,1125.6,93985.70,13,43.09
2025,4,23,SuperChampion Tiberias,Northern,2136.3,972.6,91794.46,13,42.97
2025,5,23,SuperChampion Tiberias,Northern,2063.5,1144.0,88858.00,13,43.06
2025,6,23,SuperChampion Tiberias,Northern,2208.6,1075.6,95024.12,13,43.02
2025,7,23,SuperChampion Tiberias,Northern,2355.8,1305.2,101267.52,13,42.99
2025,8,23,SuperChampion Tiberias,Northern,2091.2,1092.9,90087.93,13,43.08
2025,9,23,SuperChampion Tiberias,Northern,2191.6,1118.2,94121.91,13,42.95
2025,10,23,SuperChampion Tiberias,Northern,1893.5,1016.9,81498.29,13,43.04
2025,11,23,SuperChampion Tiberias,Northern,2222.2,1179.8,95684.70,13,43.06
2025,12,23,SuperChampion Tiberias,Northern,2165.7,977.0,93269.70,13,43.07
2024,1,24,SuperChampion Afula,Northern,1218.0,641.2,58011.83,7,47.63
2024,2,24,SuperChampion Afula,Northern,1159.3,573.2,55126.49,7,47.55
2024,3,24,SuperChampion Afula,Northern,1224.9,683.0,58155.06,7,47.48
2024,4,24,SuperChampion Afula,Northern,1223.9,652.4,58116.93,7,47.49
2024,5,24,SuperChampion Afula,Northern,1237.9,597.3,58840.76,7,47.53
2024,6,24,SuperChampion Afula,Northern,1196.5,768.5,56871.37,7,47.53
2024,7,24,SuperChampion Afula,Northern,1267.8,641.0,60277.10,7,47.54
2024,8,24,SuperChampion Afula,Northern,1164.4,599.9,55283.17,7,47.48
2024,9,24,SuperChampion Afula,Northern,1244.3,571.6,59177.85,7,47.56
2024,10,24,SuperChampion Afula,Northern,1194.6,614.6,57340.57,8,48.00
2024,11,24,SuperChampion Afula,Northern,1322.4,591.0,64787.31,8,48.99
2024,12,24,SuperChampion Afula,Northern,1546.7,901.7,75926.87,8,49.09
2025,1,24,SuperChampion Afula,Northern,1513.1,906.0,74258.09,8,49.08
2025,2,24,SuperChampion Afula,Northern,1341.4,754.2,65395.94,9,48.75
2025,3,24,SuperChampion Afula,Northern,1783.8,901.8,86819.03,10,48.67
2025,4,24,SuperChampion Afula,Northern,1776.1,854.6,86429.71,10,48.66
2025,5,24,SuperChampion Afula,Northern,1701.4,882.7,82839.23,10,48.69
2025,6,24,SuperChampion Afula,Northern,1832.7,919.1,89182.51,10,48.66
2025,7,24,SuperChampion Afula,Northern,1936.0,956.6,94354.85,10,48.74
2025,8,24,SuperChampion Afula,Northern,1724.7,855.9,84017.72,10,48.71
2025,9,24,SuperChampion Afula,Northern,1820.6,1054.3,88543.98,10,48.63
2025,10,24,SuperChampion Afula,Northern,1569.8,786.4,76412.97,10,48.68
2025,11,24,SuperChampion Afula,Northern,1826.9,882.6,89012.10,10,48.72
2025,12,24,SuperChampion Afula,Northern,1802.2,861.7,87750.20,10,48.69
